time_min,temp_C,OD600,strain,well,media,pos_selection,promoter,volume_marker,date,run_number,OD_sub,logistic_growth_rate,logistic_carrying_capacity,gp_OD600,log_OD600,gp_OD600_std,log_OD600_std,gp_growth_rate,gp_growth_rate_std,gp_doubling_time,gp_doubling_time_std
24.166666666666668,37.0,0.042,MG1655,A01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210604,1,0.042,0.005601274999999999,0.6976875,0.0683749,0.048626749999999996,0.026168899556129062,0.036943097647032706,-0.0008094635,0.00016510102380696206,-856.3045,241.60626134596842
49.16666666666666,37.0,0.043,MG1655,A01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210604,1,0.043,0.005601274999999999,0.6976875,0.049512150000000005,0.055346599999999996,0.02585414345008659,0.036991428740552154,-0.000604471,0.0001402624669218535,-1146.705,515.341941146098
74.16666666666667,37.0,0.044,MG1655,A01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210604,1,0.044,0.005601274999999999,0.6976875,0.0370754,0.06184645,0.023951534272220777,0.03677110809683381,-0.000401686,0.00011821067273966715,-1724.71,2398.6128276366394
99.16666666666669,37.0,0.046,MG1655,A01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210604,1,0.046,0.005601274999999999,0.6976875,0.0292879,0.06945065,0.024050238564011926,0.03671186236074734,-0.00021036200000000002,9.846748384896855e-05,-3238.13,45427.1342178238
124.16666666666669,37.0,0.05,MG1655,A01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210604,1,0.05,0.005601274999999999,0.6976875,0.0257084,0.07883515,0.023459346684493378,0.03687009371905748,-2.60627e-05,8.137069642842151e-05,-6074.535,280862.8488852204
149.16666666666666,37.0,0.051,MG1655,A01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210604,1,0.051,0.005601274999999999,0.6976875,0.02802835,0.09167685,0.023921107553719564,0.03716845742716055,0.00014641250000000001,6.64802325463784e-05,4692.68,42047.9968556478
174.16666666666666,37.1,0.055,MG1655,A01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210604,1,0.055,0.005601274999999999,0.6976875,0.0338591,0.100869,0.023718835846754507,0.037040235830828126,0.000309385,5.483483271467402e-05,2240.4049999999997,443.8521564886523
199.16666666666663,37.0,0.059,MG1655,A01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210604,1,0.059,0.005601274999999999,0.6976875,0.042976,0.1149395,0.023967841049379348,0.03700900612184665,0.000460475,4.594614518584497e-05,1505.29,154.43896763371592
224.16666666666663,37.0,0.063,MG1655,A01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210604,1,0.063,0.005601274999999999,0.6976875,0.0571205,0.12698199999999998,0.02314379806552202,0.03853881253191629,0.0006000285,3.9656592855461786e-05,1155.185,77.46597053370918
249.16666666666663,37.0,0.07,MG1655,A01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210604,1,0.07,0.005601274999999999,0.6976875,0.0734128,0.143312,0.02407392199395298,0.0371986324694292,0.0007258515,3.667246986971698e-05,954.944,48.709681203636706
274.1666666666667,37.1,0.116,MG1655,A01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210604,1,0.116,0.005601274999999999,0.6976875,0.09252625,0.158059,0.02352449260616758,0.03754084024297172,0.0008392709999999999,3.501178506057569e-05,825.892,34.772865379962745
299.1666666666667,37.0,0.087,MG1655,A01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210604,1,0.087,0.005601274999999999,0.6976875,0.1147045,0.17781799999999998,0.023951696636633067,0.03761064268610123,0.0009365665,3.5295364243485945e-05,740.0935,28.053744240293884
324.1666666666667,37.1,0.103,MG1655,A01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210604,1,0.103,0.005601274999999999,0.6976875,0.1397445,0.1958455,0.024017699747622176,0.037315984202192336,0.0010216000000000001,3.6252503969385956e-05,678.491,24.268023712563327
349.1666666666667,37.1,0.124,MG1655,A01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210604,1,0.124,0.005601274999999999,0.6976875,0.164627,0.2182875,0.023611866240312727,0.0370164181191596,0.001090445,3.735155704121523e-05,635.6545,21.906685112901542
374.1666666666667,37.0,0.15,MG1655,A01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210604,1,0.15,0.005601274999999999,0.6976875,0.1931395,0.23970950000000002,0.023303251144235693,0.03740337234077855,0.00114609,3.7800234112509e-05,604.7925,20.050407134537515
399.1666666666667,37.1,0.183,MG1655,A01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210604,1,0.183,0.005601274999999999,0.6976875,0.223107,0.260219,0.0232695565352793,0.037242911740357175,0.001186735,3.764540791104039e-05,584.079,18.576398009040563
424.1666666666667,37.0,0.219,MG1655,A01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210604,1,0.219,0.005601274999999999,0.6976875,0.254021,0.284685,0.022870733569809606,0.03786309052948917,0.00121565,3.715730177332519e-05,570.1875,17.53736353972162
449.1666666666667,37.1,0.264,MG1655,A01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210604,1,0.264,0.005601274999999999,0.6976875,0.2838645,0.308718,0.02265724309692465,0.03841996007626753,0.0012304899999999999,3.641700945499445e-05,563.3105,16.74245428816584
474.1666666666667,37.1,0.312,MG1655,A01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210604,1,0.312,0.005601274999999999,0.6976875,0.3146725,0.33285549999999997,0.02326474318828075,0.0378254202734464,0.00123325,3.608082282413009e-05,562.0495000000001,16.514009296756484
499.1666666666667,37.0,0.356,MG1655,A01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210604,1,0.356,0.005601274999999999,0.6976875,0.3457425,0.35829849999999996,0.02286667538752895,0.03775210654547923,0.00122425,3.443215152469757e-05,566.181,16.005038407583907
524.1666666666666,37.0,0.387,MG1655,A01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210604,1,0.387,0.005601274999999999,0.6976875,0.3773745,0.38244449999999997,0.023815551754427015,0.03840665482601217,0.00120437,3.202565280013023e-05,575.528,15.393495014146204
549.1666666666666,37.0,0.426,MG1655,A01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210604,1,0.426,0.005601274999999999,0.6976875,0.4058225,0.4047985,0.023074330209050337,0.038018115963052546,0.00117287,3.0544327417414555e-05,590.9835,15.460767123265606
574.1666666666666,37.1,0.458,MG1655,A01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210604,1,0.458,0.005601274999999999,0.6976875,0.4353675,0.42886,0.02346185894589486,0.038297396107826925,0.0011318349999999999,2.9326697612786582e-05,612.4105,15.929452559762442
599.1666666666666,37.1,0.512,MG1655,A01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210604,1,0.512,0.005601274999999999,0.6976875,0.4634335,0.45046549999999996,0.02241519056528089,0.03802669589031194,0.0010836,2.8265012983546487e-05,639.6695,16.796479866462022
624.1666666666666,37.0,0.533,MG1655,A01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210604,1,0.533,0.005601274999999999,0.6976875,0.4878585,0.473402,0.023573022440521417,0.038220506863995196,0.0010272950000000001,2.7828031775725682e-05,674.7294999999999,18.355623354627998
649.1666666666666,37.0,0.552,MG1655,A01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210604,1,0.552,0.005601274999999999,0.6976875,0.514253,0.49418799999999996,0.023712644638675843,0.039089851805230356,0.0009641995,2.741535871562884e-05,718.883,20.506182817139702
674.1666666666666,37.0,0.572,MG1655,A01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210604,1,0.572,0.005601274999999999,0.6976875,0.5380065,0.5138705,0.023452498869214827,0.03768524086663507,0.0008958305,2.7676906708279178e-05,773.748,24.055704231305686
699.1666666666666,37.0,0.577,MG1655,A01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210604,1,0.577,0.005601274999999999,0.6976875,0.5594625,0.5322825,0.022689758057168104,0.038180732491045005,0.0008226279999999999,2.7773493754759165e-05,842.6005,28.59347049721648
724.1666666666666,37.1,0.584,MG1655,A01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210604,1,0.584,0.005601274999999999,0.6976875,0.577515,0.549225,0.023542504526190486,0.03764184238382255,0.0007476545,2.856939539819938e-05,927.095,35.75779224832537
749.1666666666666,37.0,0.595,MG1655,A01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210604,1,0.595,0.005601274999999999,0.6976875,0.5960285000000001,0.5648105,0.022717033546525295,0.0381799076236588,0.0006703385,2.9385827748830095e-05,1034.025,45.91687445749589
774.1666666666666,37.0,0.598,MG1655,A01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210604,1,0.598,0.005601274999999999,0.6976875,0.6114465,0.579692,0.02319260011145735,0.038346033867508525,0.0005913439999999999,2.987677064693331e-05,1172.1550000000002,59.762286241389155
799.1666666666666,37.0,0.611,MG1655,A01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210604,1,0.611,0.005601274999999999,0.6976875,0.62532,0.593583,0.02259409405180306,0.038252207719117394,0.0005127459999999999,3.1153485636674935e-05,1351.835,82.81941016169552
824.1666666666666,37.0,0.623,MG1655,A01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210604,1,0.623,0.005601274999999999,0.6976875,0.6377425,0.6025240000000001,0.023506162032010093,0.038217377366427725,0.000436556,3.1541791491529207e-05,1587.7649999999999,116.68670206663539
849.1666666666666,37.0,0.635,MG1655,A01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210604,1,0.635,0.005601274999999999,0.6976875,0.6464529999999999,0.6140905,0.023940889775502183,0.03807103237030238,0.0003623255,3.178974135624415e-05,1913.055,172.41769671487384
874.1666666666666,37.0,0.642,MG1655,A01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210604,1,0.642,0.005601274999999999,0.6976875,0.655194,0.6246445,0.022902522816589405,0.03636306016977117,0.000289457,3.19228838588167e-05,2394.645,270.4369979828694
899.1666666666666,37.0,0.645,MG1655,A01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210604,1,0.645,0.005601274999999999,0.6976875,0.66138,0.6322,0.023189147782155185,0.03821714310990768,0.000224517,3.162737568110633e-05,3087.285,471.7929307962286
924.1666666666666,37.1,0.649,MG1655,A01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210604,1,0.649,0.005601274999999999,0.6976875,0.6651325,0.641254,0.023180997055084352,0.037647521254003384,0.0001621495,3.177638564622534e-05,4274.74,1009.4222768358601
