OD600:600

0:18:37,37.1,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.043,0.041,0.041,0.040,0.042,0.040,0.041,0.041,0.039,0.041,0.039,0.040,0.039,0.040,0.039,0.039,0.038,0.039,0.038,0.039,0.038,0.039,0.038,0.038,0.040,0.042,0.040,0.044,0.040,0.042,0.040,0.040,0.041,0.039,0.041,0.039,0.041,0.039,0.040,0.040,0.040,0.039,0.040,0.038,0.039,0.038,0.039,0.039,0.031,0.031,0.031,0.031,0.031,0.033,0.031,0.031
0:38:37,37.0,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.043,0.042,0.042,0.041,0.042,0.040,0.042,0.041,0.041,0.042,0.039,0.041,0.040,0.041,0.040,0.039,0.040,0.041,0.039,0.040,0.038,0.039,0.038,0.038,0.042,0.043,0.041,0.043,0.040,0.042,0.040,0.040,0.042,0.041,0.041,0.039,0.041,0.039,0.040,0.040,0.041,0.040,0.040,0.039,0.040,0.039,0.040,0.040,0.031,0.031,0.032,0.031,0.032,0.033,0.031,0.031
0:58:37,37.1,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.045,0.043,0.043,0.041,0.042,0.041,0.042,0.042,0.042,0.044,0.040,0.042,0.040,0.042,0.041,0.040,0.042,0.043,0.039,0.041,0.039,0.040,0.039,0.039,0.043,0.045,0.042,0.044,0.041,0.042,0.041,0.040,0.045,0.043,0.042,0.040,0.042,0.040,0.041,0.041,0.043,0.041,0.041,0.040,0.041,0.040,0.041,0.040,0.031,0.031,0.032,0.031,0.032,0.033,0.031,0.031
1:18:37,37.1,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.047,0.045,0.044,0.043,0.043,0.042,0.042,0.042,0.044,0.046,0.041,0.043,0.041,0.042,0.041,0.041,0.043,0.044,0.040,0.042,0.040,0.041,0.040,0.039,0.045,0.048,0.043,0.045,0.041,0.043,0.041,0.041,0.046,0.044,0.043,0.040,0.042,0.040,0.041,0.041,0.044,0.043,0.042,0.040,0.041,0.040,0.042,0.041,0.031,0.031,0.032,0.031,0.031,0.033,0.031,0.031
1:38:37,37.1,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.049,0.047,0.045,0.044,0.044,0.043,0.043,0.043,0.046,0.049,0.042,0.045,0.042,0.043,0.042,0.041,0.045,0.046,0.041,0.043,0.041,0.042,0.040,0.040,0.047,0.050,0.043,0.046,0.042,0.043,0.042,0.041,0.049,0.046,0.043,0.041,0.043,0.041,0.042,0.042,0.047,0.045,0.042,0.041,0.042,0.041,0.042,0.041,0.037,0.031,0.032,0.031,0.032,0.033,0.031,0.031
1:58:37,37.0,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.052,0.049,0.047,0.046,0.045,0.044,0.044,0.044,0.048,0.051,0.044,0.046,0.043,0.045,0.043,0.042,0.048,0.049,0.043,0.044,0.042,0.043,0.041,0.040,0.049,0.053,0.044,0.047,0.043,0.044,0.042,0.042,0.051,0.048,0.044,0.042,0.043,0.041,0.043,0.043,0.049,0.047,0.043,0.041,0.042,0.041,0.042,0.042,0.031,0.031,0.032,0.031,0.032,0.033,0.031,0.031
2:18:37,37.0,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.056,0.051,0.048,0.048,0.045,0.046,0.044,0.044,0.050,0.054,0.045,0.048,0.043,0.046,0.043,0.042,0.050,0.051,0.044,0.046,0.042,0.043,0.042,0.041,0.051,0.057,0.045,0.048,0.043,0.045,0.043,0.042,0.054,0.051,0.045,0.042,0.044,0.042,0.043,0.043,0.051,0.050,0.043,0.042,0.043,0.041,0.043,0.042,0.031,0.031,0.032,0.031,0.032,0.033,0.031,0.031
2:38:37,37.0,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.059,0.055,0.050,0.050,0.047,0.047,0.045,0.045,0.053,0.058,0.046,0.050,0.044,0.048,0.044,0.043,0.053,0.054,0.045,0.047,0.043,0.045,0.042,0.042,0.055,0.061,0.046,0.050,0.044,0.045,0.043,0.043,0.059,0.053,0.046,0.043,0.045,0.043,0.044,0.043,0.054,0.053,0.044,0.043,0.043,0.042,0.043,0.043,0.031,0.031,0.032,0.031,0.032,0.033,0.031,0.031
2:58:37,37.1,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.064,0.059,0.053,0.051,0.048,0.049,0.046,0.046,0.056,0.063,0.048,0.052,0.045,0.049,0.044,0.044,0.056,0.058,0.046,0.049,0.044,0.045,0.043,0.042,0.059,0.066,0.048,0.051,0.044,0.046,0.044,0.044,0.063,0.057,0.046,0.044,0.045,0.043,0.044,0.044,0.058,0.056,0.045,0.043,0.044,0.043,0.044,0.043,0.031,0.031,0.032,0.031,0.032,0.033,0.031,0.031
3:18:37,37.0,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.070,0.063,0.055,0.054,0.050,0.051,0.047,0.047,0.060,0.068,0.050,0.055,0.046,0.050,0.045,0.045,0.061,0.064,0.048,0.051,0.045,0.047,0.043,0.043,0.064,0.073,0.050,0.053,0.046,0.047,0.045,0.044,0.069,0.060,0.048,0.045,0.046,0.044,0.044,0.044,0.062,0.060,0.046,0.044,0.045,0.043,0.044,0.043,0.031,0.031,0.032,0.031,0.032,0.033,0.031,0.031
