time_min,temp_C,OD600,strain,well,media,pos_selection,promoter,volume_marker,date,run_number,blank_val,OD_sub,logistic_growth_rate,logistic_carrying_capacity,gp_OD600,log_OD600,gp_OD600_std,log_OD600_std,gp_growth_rate,gp_growth_rate_std,gp_doubling_time,gp_doubling_time_std
699.1666666666666,37.1,0.694,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210714,3,0.03775,0.65625,0.009162145,0.7842095,0.6793,0.6997245,0.020612250081603365,0.25814128839975736,0.0008651399999999999,2.7195642133238353e-05,801.197,25.336115847152072
724.1666666666666,37.1,0.705,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210714,3,0.03775,0.66725,0.009162145,0.7842095,0.700489,0.7161299999999999,0.02040857346034145,0.2524298234723925,0.000767267,2.7886611815809942e-05,903.397,32.89978408872982
749.1666666666666,37.1,0.718,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210714,3,0.03775,0.68025,0.009162145,0.7842095,0.719356,0.729303,0.020575482782256318,0.24510572477659986,0.0006694695,2.8967382363164198e-05,1035.37,44.904502679078334
774.1666666666666,37.0,0.729,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210714,3,0.03775,0.69125,0.009162145,0.7842095,0.7348435,0.7399575,0.02078266310932452,0.2414892200789819,0.0005739530000000001,3.0890680140967984e-05,1207.67,65.54662973382605
799.1666666666666,37.1,0.738,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210714,3,0.03775,0.70025,0.009162145,0.7842095,0.74546,0.749174,0.02027245132015255,0.23313608010370857,0.000482657,3.149596719032369e-05,1436.1100000000001,94.61497444294963
824.1666666666666,37.0,0.746,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210714,3,0.03775,0.70825,0.009162145,0.7842095,0.7586645000000001,0.756666,0.019738970622633075,0.23324350042435443,0.0003945255,3.266404311685003e-05,1756.915,147.8726412529789
849.1666666666666,37.0,0.751,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210714,3,0.03775,0.71325,0.009162145,0.7842095,0.767156,0.762237,0.02080407960436889,0.2284021049182739,0.0003137395,3.281963313679215e-05,2209.31,238.50688373741397
874.1666666666666,37.1,0.757,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210714,3,0.03775,0.7192500000000001,0.009162145,0.7842095,0.774608,0.7678130000000001,0.02036682807331283,0.22687489757213927,0.0002380975,3.2399077140821663e-05,2911.19,421.0049197245986
899.1666666666666,37.1,0.762,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210714,3,0.0375,0.7245,0.009162145,0.7842095,0.7793289999999999,0.7716945,0.02078561694227798,0.22945929028999346,0.0001725845,3.226549326078473e-05,4016.27,914.5047026211804
924.1666666666666,37.1,0.767,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210714,3,0.03775,0.7292500000000001,0.009162145,0.7842095,0.781685,0.7744145,0.02078087725449798,0.22980653731141684,0.000113242,3.118482617490486e-05,6120.9349999999995,7470.275164538953
949.1666666666666,37.0,0.77,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210714,3,0.03775,0.7322500000000001,0.009162145,0.7842095,0.7855380000000001,0.7771985,0.020477558409821538,0.22352248120043947,6.2123e-05,2.9977770727525283e-05,10944.35,58627.68111852724
974.1666666666666,37.1,0.774,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210714,3,0.0375,0.7365,0.009162145,0.7842095,0.786404,0.7793445,0.020620069001067182,0.22745394174922456,2.13057e-05,2.8226057505533827e-05,18487.2,266922.53378497856
999.1666666666666,37.1,0.776,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210714,3,0.0375,0.7385,0.009162145,0.7842095,0.7849955,0.7806055000000001,0.020701455766689962,0.2194922434925115,-1.23322e-05,2.6944682408211002e-05,-18165.9,1511751.422584779
1024.1666666666667,37.0,0.778,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210714,3,0.0375,0.7405,0.009162145,0.7842095,0.7841184999999999,0.7820125,0.02037546640048574,0.21832601155505724,-3.8078e-05,2.6578373450345096e-05,-16057.2,1566529.9735356634
1049.1666666666667,37.0,0.78,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210714,3,0.0375,0.7425,0.009162145,0.7842095,0.784274,0.783041,0.02100572278529939,0.2260719352303065,-5.523165e-05,2.6673525199693977e-05,-12220.2,505394.4789874504
1074.1666666666667,37.1,0.781,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210714,3,0.0375,0.7435,0.009162145,0.7842095,0.782073,0.783906,0.020622395836224862,0.2238238457834676,-6.400675e-05,2.687953912424957e-05,-10749.15,74375.45588577949
1099.1666666666667,37.1,0.782,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210714,3,0.0375,0.7445,0.009162145,0.7842095,0.7802290000000001,0.7844530000000001,0.020107518948187852,0.22365446435407588,-6.554919999999999e-05,2.8618564705027286e-05,-10472.35,47989.36295795705
1124.1666666666667,37.0,0.782,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210714,3,0.03775,0.7442500000000001,0.009162145,0.7842095,0.7788444999999999,0.784991,0.02057257867293514,0.2244949245819566,-6.050005e-05,3.093113436552656e-05,-11035.1,165565.81754001122
1149.1666666666667,37.1,0.783,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210714,3,0.0375,0.7455,0.009162145,0.7842095,0.778179,0.785381,0.02061218287574687,0.22397511866941822,-5.076265e-05,3.325918765495567e-05,-12466.05,271752.5463668817
1174.1666666666667,37.0,0.785,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210714,3,0.0375,0.7475,0.009162145,0.7842095,0.775258,0.785741,0.021023149441830934,0.2224321097876212,-3.6789200000000003e-05,3.5643630381372364e-05,-13518.4,330414.3863561692
1199.1666666666667,37.0,0.784,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210714,3,0.03775,0.7462500000000001,0.009162145,0.7842095,0.77566,0.7862825,0.021008225727621375,0.22678688976932082,-2.033875e-05,3.791965782112052e-05,-13331.5,991306.682623414
1224.1666666666667,37.0,0.784,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210714,3,0.03725,0.74675,0.009162145,0.7842095,0.7764715,0.7863085000000001,0.020504242215231422,0.2203565422204085,-1.11967e-06,3.967050961613065e-05,-7435.39,739182.4276935415
1249.1666666666667,37.1,0.784,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210714,3,0.0375,0.7465,0.009162145,0.7842095,0.7755285000000001,0.7863264999999999,0.020485581433737396,0.21816432873631383,2.043065e-05,4.04496674451371e-05,11935.4,1832068.2731738754
1274.1666666666667,37.0,0.784,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210714,3,0.037,0.747,0.009162145,0.7842095,0.777692,0.7864705,0.021034344266122603,0.22613556806301235,3.949955e-05,4.0321297840909504e-05,12668.5,1107196.862495923
1299.1666666666667,37.1,0.784,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210714,3,0.03775,0.7462500000000001,0.009162145,0.7842095,0.7779645,0.7867839999999999,0.020772930825359553,0.22307418154937692,5.70698e-05,3.9576372674750674e-05,10711.4,354070.60102140286
1324.1666666666667,37.1,0.784,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210714,3,0.0375,0.7465,0.009162145,0.7842095,0.78023,0.786543,0.020888620059563292,0.22287929367679082,7.07944e-05,3.8170031884361486e-05,9322.185000000001,154394.87088081517
1349.1666666666667,37.0,0.784,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210714,3,0.0375,0.7465,0.009162145,0.7842095,0.781721,0.7867685,0.020464335921966722,0.22024591514504657,8.149895e-05,3.684423782525083e-05,8365.485,66581.09371836588
1374.1666666666667,37.0,0.785,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210714,3,0.0375,0.7475,0.009162145,0.7842095,0.784092,0.7866805,0.02104420859392082,0.22431843224703965,8.709000000000001e-05,3.7426193920227306e-05,7894.035,66097.98458438336
1399.1666666666667,37.0,0.786,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210714,3,0.0375,0.7485,0.009162145,0.7842095,0.786617,0.78729,0.021358437288637545,0.22056146028432488,8.294805e-05,4.041813019345763e-05,8226.645,69631.18308717024
1424.1666666666667,37.0,0.787,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210714,3,0.0375,0.7495,0.009162145,0.7842095,0.787002,0.786916,0.020954593401837855,0.22204679970670171,7.519665000000001e-05,4.823749914643468e-05,8463.285,393197.1130848171
1449.1666666666667,37.0,0.787,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210714,3,0.03725,0.74975,0.009162145,0.7842095,0.7892345000000001,0.7869965,0.02074901174921679,0.2250677142350263,5.8181649999999995e-05,6.050030455157706e-05,8423.555,204945.80315256162
1474.1666666666667,37.0,0.785,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210714,3,0.03725,0.74775,0.009162145,0.7842095,0.79054,0.7869275,0.020658357030856007,0.22291761091431156,3.07056e-05,7.73852130694687e-05,6264.18,429904.60850926844
1499.1666666666667,37.0,0.786,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210714,3,0.0375,0.7485,0.009162145,0.7842095,0.7913325,0.7871790000000001,0.02136549277754755,0.21877397092198259,-3.88129e-06,9.816632938211081e-05,-3197.825,1222097.7718574463
1524.1666666666667,37.0,0.786,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210714,3,0.03725,0.74875,0.009162145,0.7842095,0.7904184999999999,0.7867495,0.02176544886276579,0.21513563574558364,-5.243425e-05,0.0001227613651211289,-4023.965,360556.76783824846
1549.1666666666667,37.1,0.787,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210714,3,0.0375,0.7495,0.009162145,0.7842095,0.7877735,0.7866,0.022226582987999465,0.22203442310102206,-0.000106472,0.00015020335464278035,-3301.975,290563.1812344403
1574.1666666666667,37.0,0.787,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210714,3,0.037,0.75,0.009162145,0.7842095,0.7849675,0.7869575,0.024140952816686895,0.2185930687593187,-0.000173769,0.000181146533774462,-2716.63,2011841.4593206465
24.166666666666668,37.1,0.044,MG1655,A03,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210714,3,0.0375,0.006499999999999999,0.009279445,0.797249,0.08095915000000001,0.01200215,0.024155494841734907,0.008027029371770706,-0.001098645,0.0001710706154361034,-630.9114999999999,111.42760594872237
49.16666666666666,37.1,0.046,MG1655,A03,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210714,3,0.0375,0.0085,0.009279445,0.797249,0.0573255,0.015542400000000001,0.022109277250318544,0.00814914745780969,-0.000815468,0.00014142366142924805,-849.999,173.70343862327934
74.16666666666667,37.1,0.048,MG1655,A03,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210714,3,0.0375,0.010500000000000002,0.009279445,0.797249,0.03976185,0.019582950000000002,0.021862268992345984,0.008158620925055454,-0.000536864,0.00011545000802059591,-1291.105,371.2781436717185
99.16666666666669,37.0,0.051,MG1655,A03,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210714,3,0.03775,0.013249999999999998,0.009279445,0.797249,0.03011255,0.02496895,0.021172331940617267,0.008101811214151914,-0.0002716445,9.371375592691881e-05,-2544.34,31577.367987657795
124.16666666666669,37.1,0.054,MG1655,A03,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210714,3,0.03775,0.01625,0.009279445,0.797249,0.0263772,0.030724599999999998,0.020965451155600532,0.008172891207907977,-2.0029600000000002e-05,7.602244559458126e-05,-6173.4400000000005,307115.0397901077
149.16666666666666,37.1,0.058,MG1655,A03,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210714,3,0.0375,0.020500000000000004,0.009279445,0.797249,0.02883475,0.0383881,0.021032507754646452,0.008265668344046948,0.0002165235,6.169186006756796e-05,3201.26,1902.879041011412
174.16666666666666,37.0,0.064,MG1655,A03,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210714,3,0.03775,0.026250000000000002,0.009279445,0.797249,0.0360768,0.0474701,0.020267774520389154,0.008354817197776502,0.0004375095,5.097317476296979e-05,1584.3049999999998,194.49977186759253
199.16666666666663,37.1,0.071,MG1655,A03,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210714,3,0.03775,0.033249999999999995,0.009279445,0.797249,0.04976735,0.0589581,0.020741302473891898,0.008101372493531302,0.0006407695,4.3227809124617985e-05,1081.745,74.33031493864281
224.16666666666663,37.0,0.079,MG1655,A03,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210714,3,0.03775,0.04125,0.009279445,0.797249,0.0688748,0.07310665,0.020897255013827887,0.008257315708702086,0.000824655,3.832078911221521e-05,840.53,39.33268135159146
249.16666666666663,37.0,0.09,MG1655,A03,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210714,3,0.03775,0.05225,0.009279445,0.797249,0.0916743,0.08991415,0.021417339882335112,0.008227929947898789,0.0009901835000000001,3.559520993288149e-05,700.0185,25.376825298086526
274.1666666666667,37.0,0.104,MG1655,A03,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210714,3,0.03775,0.06625,0.009279445,0.797249,0.1179525,0.110372,0.0211417718714797,0.008286260375337464,0.00113472,3.475809094587841e-05,610.851,18.807266290427638
299.1666666666667,37.0,0.121,MG1655,A03,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210714,3,0.03775,0.08324999999999999,0.009279445,0.797249,0.1481325,0.13465,0.02067209347454372,0.008573202907407339,0.0012579549999999998,3.448216731194386e-05,551.0115000000001,15.1864538614063
324.1666666666667,37.1,0.141,MG1655,A03,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210714,3,0.03775,0.10324999999999998,0.009279445,0.797249,0.1804515,0.162036,0.020920868006238047,0.008350036675306276,0.0013604350000000001,3.478296302383042e-05,509.504,13.075427413546613
349.1666666666667,37.0,0.177,MG1655,A03,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210714,3,0.03775,0.13924999999999998,0.009279445,0.797249,0.216889,0.194262,0.02060940321408847,0.008452162305948988,0.0014422850000000002,3.5254120208219645e-05,480.589,11.82604310196515
374.1666666666667,37.0,0.211,MG1655,A03,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210714,3,0.03775,0.17325,0.009279445,0.797249,0.2521765,0.2302095,0.02041701086603711,0.008393112131999123,0.001503805,3.5698746642784725e-05,460.9285,11.027333067985332
399.1666666666667,37.1,0.253,MG1655,A03,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210714,3,0.03775,0.21525,0.009279445,0.797249,0.291788,0.2702745,0.021032034967482422,0.008451622036974908,0.0015438399999999999,3.636631661540968e-05,448.977,10.664000756632362
424.1666666666667,37.0,0.303,MG1655,A03,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210714,3,0.03775,0.26525,0.009279445,0.797249,0.32980849999999995,0.3130145,0.020748020853363306,0.008452140411882626,0.001564195,3.6639298939908166e-05,443.1335,10.439802116840571
449.1666666666667,37.0,0.36,MG1655,A03,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210714,3,0.03775,0.32225,0.009279445,0.797249,0.3695855,0.3580395,0.020007003073540693,0.00824907756677973,0.0015667799999999998,3.564965876502046e-05,442.402,10.119515980273603
474.1666666666667,37.0,0.413,MG1655,A03,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210714,3,0.03775,0.37525,0.009279445,0.797249,0.408945,0.4040875,0.021110687144063993,0.008299693278952403,0.001551855,3.454278489830387e-05,446.657,9.98593111047905
499.1666666666667,37.0,0.462,MG1655,A03,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210714,3,0.03775,0.42425,0.009279445,0.797249,0.4466275,0.45030749999999997,0.02037215554390448,0.008360795368114559,0.00152008,3.39558451774137e-05,455.9945,10.196468536325826
524.1666666666666,37.0,0.508,MG1655,A03,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210714,3,0.03775,0.47025,0.009279445,0.797249,0.4830265,0.4946745,0.0202293386997253,0.008367665650836313,0.001475,3.2427766511728126e-05,469.93,10.354486643884036
549.1666666666666,37.1,0.551,MG1655,A03,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210714,3,0.03775,0.5132500000000001,0.009279445,0.797249,0.520885,0.5370094999999999,0.021374698843463318,0.008347173501803824,0.001414605,3.119459649448637e-05,489.995,10.789018514056746
574.1666666666666,37.1,0.587,MG1655,A03,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210714,3,0.03775,0.54925,0.009279445,0.797249,0.5552325,0.5757635000000001,0.02037259264049882,0.008609676787588696,0.0013447300000000001,2.971060374832974e-05,515.4555,11.394079218324565
599.1666666666666,37.1,0.617,MG1655,A03,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210714,3,0.03775,0.57925,0.009279445,0.797249,0.5855334999999999,0.6111345,0.02058731223250432,0.008462917479757562,0.00126443,2.80002518048003e-05,548.19,12.152292021298129
624.1666666666666,37.1,0.645,MG1655,A03,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210714,3,0.03775,0.6072500000000001,0.009279445,0.797249,0.617819,0.6420334999999999,0.02043517322234686,0.008374575239274979,0.001176855,2.6849797497081163e-05,588.982,13.459577415712006
649.1666666666666,37.1,0.674,MG1655,A03,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210714,3,0.03775,0.6362500000000001,0.009279445,0.797249,0.6450965,0.6690495,0.021052442234885196,0.00839336345146315,0.0010831600000000001,2.6786939154664123e-05,639.9304999999999,15.917864670604866
674.1666666666666,37.1,0.693,MG1655,A03,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210714,3,0.03775,0.65525,0.009279445,0.797249,0.671036,0.6923495,0.02099569988653753,0.008385086721178695,0.000983861,2.638338569307634e-05,704.517,18.966047649723404
699.1666666666666,37.1,0.704,MG1655,A03,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210714,3,0.03775,0.66625,0.009279445,0.797249,0.6950305,0.7116659999999999,0.020234412808006728,0.008305448226509988,0.0008827080000000001,2.7525274801223865e-05,785.2505,24.529174205760093
