time_min,temp_C,OD600,strain,well,media,pos_selection,promoter,volume_marker,date,run_number,blank_val,OD_sub,logistic_growth_rate,logistic_carrying_capacity,gp_OD600,log_OD600,gp_OD600_std,log_OD600_std,gp_growth_rate,gp_growth_rate_std,gp_doubling_time,gp_doubling_time_std
274.1666666666667,37.0,0.086,MG1655,B01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210608,2,0.037708333333333344,0.086,0.0081267,0.6573325,0.09488295,0.09459175,0.014473773543878183,0.008225838067489648,0.000822061,2.4701982489170376e-05,843.1825,25.47214173960708
299.1666666666667,37.1,0.102,MG1655,B01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210608,2,0.03762500000000001,0.102,0.0081267,0.6573325,0.11637600000000001,0.1123265,0.014871568809209666,0.008357937988910413,0.0009149305,2.5348369621389548e-05,757.5955,21.06981648774481
324.1666666666667,37.0,0.115,MG1655,B01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210608,2,0.037708333333333344,0.115,0.0081267,0.6573325,0.14032450000000002,0.132641,0.014493461098498982,0.008107789830316738,0.0009922345,2.541124146605177e-05,698.572,17.91819597565528
349.1666666666667,37.0,0.128,MG1655,B01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210608,2,0.03762500000000001,0.128,0.0081267,0.6573325,0.166723,0.1556415,0.014996260161298826,0.00838987842972477,0.0010575250000000001,2.5517751009383974e-05,655.441,15.900818372613134
374.1666666666667,37.0,0.161,MG1655,B01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210608,2,0.037708333333333344,0.161,0.0081267,0.6573325,0.192782,0.180834,0.014172051709106917,0.008170159789970871,0.001106925,2.590500154150933e-05,626.1915,14.696666286686858
399.1666666666667,37.0,0.19,MG1655,B01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210608,2,0.037666666666666675,0.19,0.0081267,0.6573325,0.2220345,0.208986,0.014688175729576957,0.008303085609710006,0.00114317,2.5401926075070246e-05,606.337,13.552694836545667
424.1666666666667,37.0,0.228,MG1655,B01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210608,2,0.037708333333333344,0.228,0.0081267,0.6573325,0.24983,0.2388275,0.014149005933255129,0.008406787115722862,0.00116598,2.5520094383777926e-05,594.478,13.064810299415997
449.1666666666667,37.0,0.271,MG1655,B01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210608,2,0.037708333333333344,0.271,0.0081267,0.6573325,0.279659,0.2703445,0.014880482932895235,0.00826930236885735,0.00117651,2.4863750897560798e-05,589.1565,12.503347798448416
474.1666666666667,37.1,0.312,MG1655,B01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210608,2,0.037708333333333344,0.312,0.0081267,0.6573325,0.308664,0.30328,0.0145423528465778,0.008224198774783385,0.0011756750000000002,2.389305239734393e-05,589.575,12.041687421890323
499.1666666666667,37.1,0.354,MG1655,B01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210608,2,0.037708333333333344,0.354,0.0081267,0.6573325,0.3388195,0.3365175,0.014529764879107005,0.008309408898341543,0.0011624,2.3167460415043822e-05,596.3054999999999,11.923445252748488
524.1666666666666,37.0,0.391,MG1655,B01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210608,2,0.03775000000000001,0.391,0.0081267,0.6573325,0.3669695,0.36966600000000005,0.014928569277686045,0.008379434152019515,0.0011384400000000001,2.236953201147988e-05,608.8555,11.981141307877525
549.1666666666666,37.0,0.421,MG1655,B01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210608,2,0.03775000000000001,0.421,0.0081267,0.6573325,0.394314,0.4017365,0.014578771522784473,0.008296638858898376,0.0011054200000000002,2.1606085324709395e-05,627.0429999999999,12.272525677848263
574.1666666666666,37.1,0.449,MG1655,B01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210608,2,0.037666666666666675,0.449,0.0081267,0.6573325,0.422686,0.4331915,0.014543207412533624,0.008356348373161975,0.0010661450000000001,2.0742721410374295e-05,650.1435,12.675759877260045
599.1666666666666,37.1,0.472,MG1655,B01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210608,2,0.037708333333333344,0.472,0.0081267,0.6573325,0.44853,0.46199650000000003,0.014938617843186595,0.008339861253862983,0.00101781,2.009917975021335e-05,681.018,13.472979878326333
624.1666666666666,37.1,0.494,MG1655,B01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210608,2,0.03775000000000001,0.494,0.0081267,0.6573325,0.47294,0.4887985,0.01467424455940224,0.008449289179239147,0.0009636785,1.970821163735479e-05,719.2725,14.738335354028019
649.1666666666666,37.0,0.514,MG1655,B01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210608,2,0.03775000000000001,0.514,0.0081267,0.6573325,0.49608399999999997,0.512838,0.014557703237573884,0.008303857763559673,0.000903889,1.9284069023084252e-05,766.8495,16.380940167804656
674.1666666666666,37.1,0.531,MG1655,B01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210608,2,0.03762500000000001,0.531,0.0081267,0.6573325,0.5188809999999999,0.5343245,0.014253198558670587,0.008299921475791843,0.0008400975,1.9654562712254765e-05,825.0795,19.34536855079543
699.1666666666666,37.0,0.545,MG1655,B01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210608,2,0.037666666666666675,0.545,0.0081267,0.6573325,0.5385285,0.553666,0.014933896140360881,0.008280752128064431,0.000774786,1.989868558698748e-05,894.6305,22.987635513475272
724.1666666666666,37.1,0.559,MG1655,B01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210608,2,0.03762500000000001,0.559,0.0081267,0.6573325,0.5577080000000001,0.5698989999999999,0.014506230239415694,0.008187322015640536,0.0007062975,2.047309114035802e-05,981.381,28.533946531122076
749.1666666666666,37.1,0.573,MG1655,B01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210608,2,0.037708333333333344,0.573,0.0081267,0.6573325,0.5735535,0.5840075,0.014328707745770363,0.008285409244309774,0.0006374079999999999,2.0934475294991803e-05,1087.4450000000002,35.933443283422406
774.1666666666666,37.1,0.584,MG1655,B01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210608,2,0.037708333333333344,0.584,0.0081267,0.6573325,0.589592,0.5964125,0.015189666230465146,0.008145809596132666,0.0005693285,2.1529769194143838e-05,1217.4850000000001,46.45907939013236
799.1666666666666,37.0,0.595,MG1655,B01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210608,2,0.03775000000000001,0.595,0.0081267,0.6573325,0.6028155,0.606884,0.014428329243634236,0.0080491915844852,0.000501388,2.1549716973106275e-05,1382.455,60.24622618243463
824.1666666666666,37.1,0.605,MG1655,B01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210608,2,0.037708333333333344,0.605,0.0081267,0.6573325,0.6136735,0.61583,0.014874021780979433,0.008115467837392648,0.00043585,2.1533471300512467e-05,1590.335,79.26427617582388
849.1666666666666,37.0,0.614,MG1655,B01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210608,2,0.03762500000000001,0.614,0.0081267,0.6573325,0.623457,0.6229765,0.014585763790139773,0.008177414641653993,0.000371437,2.162584138618993e-05,1866.125,110.10642790249325
874.1666666666666,37.0,0.622,MG1655,B01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210608,2,0.037666666666666675,0.622,0.0081267,0.6573325,0.633613,0.628748,0.014070090459246197,0.007994816494399294,0.0003126785,2.188398488616243e-05,2216.8050000000003,158.56082883381242
899.1666666666666,37.0,0.629,MG1655,B01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210608,2,0.037708333333333344,0.629,0.0081267,0.6573325,0.6402235000000001,0.6339494999999999,0.014482195989248752,0.008072464576600321,0.0002561895,2.0624527954863192e-05,2705.605,223.1728873630319
924.1666666666666,37.0,0.636,MG1655,B01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210608,2,0.037666666666666675,0.636,0.0081267,0.6573325,0.644884,0.638058,0.014431892698208071,0.008065923089564834,0.00020368600000000001,2.089706252647859e-05,3403.025,361.4855192293052
949.1666666666666,37.1,0.641,MG1655,B01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210608,2,0.037583333333333344,0.641,0.0081267,0.6573325,0.6497204999999999,0.6414715,0.014701783170929439,0.00816387907232755,0.000158256,2.0198800943916065e-05,4379.905,599.9280198704365
974.1666666666666,37.0,0.645,MG1655,B01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210608,2,0.037708333333333344,0.645,0.0081267,0.6573325,0.6535504999999999,0.644218,0.014302513310816584,0.008053429056968825,0.0001149245,1.964715824274901e-05,6031.33,1157.928583272565
999.1666666666666,37.1,0.648,MG1655,B01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210608,2,0.03762500000000001,0.648,0.0081267,0.6573325,0.6555985,0.6468695,0.014537693202775004,0.008224669430509651,7.900410000000001e-05,1.911641330819329e-05,8773.565,3011.010403205662
1024.1666666666667,37.1,0.652,MG1655,B01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210608,2,0.03775000000000001,0.652,0.0081267,0.6573325,0.658189,0.648834,0.014416135413336442,0.007931447982493983,4.73289e-05,1.9009195326447088e-05,14597.1,974383.2761123594
1049.1666666666667,37.0,0.654,MG1655,B01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210608,2,0.03762500000000001,0.654,0.0081267,0.6573325,0.6589164999999999,0.6504430000000001,0.014583641595499705,0.008194320216198153,2.12242e-05,1.9617341317368478e-05,25059.8,916030.5856834055
1074.1666666666667,37.0,0.656,MG1655,B01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210608,2,0.03762500000000001,0.656,0.0081267,0.6573325,0.65862,0.651678,0.014582934100383294,0.008068374304578642,1.835275e-07,1.94858717913763e-05,12688.65,2215487.7767549516
1099.1666666666667,37.0,0.657,MG1655,B01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210608,2,0.03762500000000001,0.657,0.0081267,0.6573325,0.6582015,0.6522395000000001,0.01467847109122086,0.00800498244035037,-1.618615e-05,1.9683618492448342e-05,-25835.25,3601796.815249
1124.1666666666667,37.0,0.658,MG1655,B01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210608,2,0.03762500000000001,0.658,0.0081267,0.6573325,0.6579495,0.6535915,0.014732859749212913,0.007835859166316543,-2.6794e-05,2.0195265387915137e-05,-22276.8,1495159.1458203502
1149.1666666666667,37.0,0.658,MG1655,B01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210608,2,0.037583333333333344,0.658,0.0081267,0.6573325,0.6574249999999999,0.6540954999999999,0.014915924461194623,0.00813279824411009,-3.33956e-05,2.1570697111000153e-05,-18856.15,272152.8133299196
1174.1666666666667,37.0,0.658,MG1655,B01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210608,2,0.037708333333333344,0.658,0.0081267,0.6573325,0.6560585,0.6548585,0.01405365508987342,0.00808029127597968,-3.7080200000000005e-05,2.1542346891406545e-05,-17556.8,2713793.8725122632
1199.1666666666667,37.1,0.659,MG1655,B01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210608,2,0.037666666666666675,0.659,0.0081267,0.6573325,0.6547495,0.6550305000000001,0.014561574895940031,0.007940541510279063,-3.600845e-05,2.221343307965968e-05,-17918.05,541234.1722033815
1224.1666666666667,37.1,0.659,MG1655,B01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210608,2,0.037666666666666675,0.659,0.0081267,0.6573325,0.654083,0.6557985,0.014392190448325544,0.008014576211685174,-3.29278e-05,2.2243902712744945e-05,-18598.35,626787.7482184363
1249.1666666666667,37.0,0.659,MG1655,B01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210608,2,0.037708333333333344,0.659,0.0081267,0.6573325,0.6531395,0.6559,0.014930325250452283,0.008103065823369624,-2.61968e-05,2.2605671935771046e-05,-20923.0,3488639.1202804823
1274.1666666666667,37.1,0.657,MG1655,B01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210608,2,0.03762500000000001,0.657,0.0081267,0.6573325,0.652676,0.656039,0.014447635971188266,0.008097972544844846,-1.8114599999999998e-05,2.2027292980808523e-05,-23530.1,523114.2364789711
1299.1666666666667,37.1,0.658,MG1655,B01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210608,2,0.037791666666666675,0.658,0.0081267,0.6573325,0.653691,0.6564099999999999,0.0143710882273496,0.007848205381008314,-8.64312e-06,2.2072033608372156e-05,-22280.2,6677898.390260591
1324.1666666666667,37.0,0.658,MG1655,B01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210608,2,0.037833333333333344,0.658,0.0081267,0.6573325,0.652557,0.656492,0.014618107448921636,0.007971640815063363,2.40867e-06,2.1582622045910906e-05,16985.15,3749720.602040321
1349.1666666666667,37.1,0.658,MG1655,B01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210608,2,0.037791666666666675,0.658,0.0081267,0.6573325,0.653798,0.656874,0.014865935710673912,0.007922839110176093,1.1923050000000001e-05,2.175214474128172e-05,22512.05,21637551.800564334
1374.1666666666667,37.0,0.658,MG1655,B01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210608,2,0.03775000000000001,0.658,0.0081267,0.6573325,0.6526405,0.656718,0.01423332729958459,0.008083511986871553,2.352665e-05,2.2067233075225916e-05,21833.75,773097.9136485124
1399.1666666666667,37.1,0.658,MG1655,B01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210608,2,0.037791666666666675,0.658,0.0081267,0.6573325,0.6540615,0.657076,0.014012251701413297,0.008065649851173475,3.238315e-05,2.1901505302081948e-05,19070.449999999997,318025.6127442226
1424.1666666666667,37.0,0.657,MG1655,B01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210608,2,0.03775000000000001,0.657,0.0081267,0.6573325,0.654952,0.656925,0.01524641193793628,0.008021899436010614,4.005755e-05,2.301408285124019e-05,16419.25,196012.89372571587
1449.1666666666667,37.1,0.658,MG1655,B01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210608,2,0.037791666666666675,0.658,0.0081267,0.6573325,0.6559170000000001,0.6573255,0.014662487051023534,0.007952151047647422,4.627375e-05,2.3374471417205934e-05,14476.349999999999,248055.98232596472
1474.1666666666667,37.0,0.658,MG1655,B01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210608,2,0.037708333333333344,0.658,0.0081267,0.6573325,0.6577065,0.6572575,0.014289776229879966,0.007910327563990118,5.0512799999999995e-05,2.4629145200045957e-05,13485.650000000001,74558.38471629708
1499.1666666666667,37.0,0.659,MG1655,B01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210608,2,0.03775000000000001,0.659,0.0081267,0.6573325,0.6579335,0.6572715,0.014744307896551742,0.008124104718400325,5.1965599999999996e-05,2.6128007836845777e-05,12799.5,262015.85731931616
1524.1666666666667,37.1,0.659,MG1655,B01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210608,2,0.03775000000000001,0.659,0.0081267,0.6573325,0.6607195,0.6571629999999999,0.01490016165462285,0.008187171733751464,4.995205e-05,2.6774723496807788e-05,13192.4,334188.87774921104
1549.1666666666667,37.0,0.659,MG1655,B01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210608,2,0.037666666666666675,0.659,0.0081267,0.6573325,0.659956,0.6570445,0.014494106957753163,0.0079570028759685,4.520405e-05,2.75866432063488e-05,13943.25,222689.06022827307
1574.1666666666667,37.1,0.659,MG1655,B01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210608,2,0.037708333333333344,0.659,0.0081267,0.6573325,0.662413,0.657259,0.014663183629947342,0.007868261033429804,3.74402e-05,2.7737693493401562e-05,15971.2,3190859.1000906155
1599.1666666666667,37.0,0.66,MG1655,B01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210608,2,0.03775000000000001,0.66,0.0081267,0.6573325,0.6629105,0.657208,0.014567811709917153,0.008047252398398135,2.5598800000000003e-05,2.835958682686845e-05,18035.449999999997,27221612.535621323
1624.1666666666667,37.0,0.659,MG1655,B01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210608,2,0.03775000000000001,0.659,0.0081267,0.6573325,0.6636835000000001,0.657289,0.014862772294435393,0.008068003107201172,9.402415000000001e-06,2.8968505621258977e-05,16318.55,6204110.681167817
1649.1666666666667,37.0,0.659,MG1655,B01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210608,2,0.03775000000000001,0.659,0.0081267,0.6573325,0.6630415000000001,0.6573195000000001,0.014783630762507442,0.008028733241806798,-8.641855e-06,3.0023479392139284e-05,-16125.4,512088.51528916217
1674.1666666666667,37.0,0.658,MG1655,B01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210608,2,0.03762500000000001,0.658,0.0081267,0.6573325,0.6614439999999999,0.6575335,0.01463920707000552,0.008112296274534232,-3.12433e-05,3.29060560171469e-05,-15547.35,730628.6960940525
1699.1666666666667,37.0,0.658,MG1655,B01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210608,2,0.037708333333333344,0.658,0.0081267,0.6573325,0.661137,0.6572905,0.01499857230745997,0.008052966793881674,-5.783435e-05,3.894896039298201e-05,-10620.0,163557.97658515704
1724.1666666666667,37.1,0.657,MG1655,B01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210608,2,0.03775000000000001,0.657,0.0081267,0.6573325,0.659154,0.6572344999999999,0.014623040220227436,0.008075048277306308,-8.59428e-05,4.7776404677846854e-05,-7559.67,134945.2880232095
1749.1666666666667,37.0,0.657,MG1655,B01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210608,2,0.037666666666666675,0.657,0.0081267,0.6573325,0.6576635,0.657053,0.01443556399223422,0.00818738211927054,-0.00011824,6.10411441349988e-05,-5684.125,30593.510111834832
1774.1666666666667,37.0,0.654,MG1655,B01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210608,2,0.037666666666666675,0.654,0.0081267,0.6573325,0.653714,0.657281,0.015446467765331123,0.008245792006336473,-0.000150629,7.712307771482218e-05,-4360.59,72048.70500199411
1799.1666666666667,37.1,0.653,MG1655,B01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210608,2,0.037708333333333344,0.653,0.0081267,0.6573325,0.6496219999999999,0.657258,0.014887866922176909,0.008165360147572123,-0.000188475,9.689434006254606e-05,-3561.285,958787.3752233159
1824.1666666666667,37.1,0.651,MG1655,B01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210608,2,0.03762500000000001,0.651,0.0081267,0.6573325,0.644619,0.65707,0.01646313567130668,0.008238985937535038,-0.000227875,0.00011989011491581072,-2926.63,22256.46098315228
24.166666666666668,37.0,0.042,MG1655,B02,M9_0.5%_glucose,0.1_µg/ml_tc,MG1655,MG1655,20210608,2,0.03812500000000001,0.042,0.007288425,0.645842,0.04122885,0.009937294999999999,0.002239161287698042,0.010454040113809952,0.00011604000000000001,9.196683462269047e-05,4924.145,87910.2733004923
49.16666666666666,37.0,0.042,MG1655,B02,M9_0.5%_glucose,0.1_µg/ml_tc,MG1655,MG1655,20210608,2,0.037833333333333344,0.042,0.007288425,0.645842,0.043334399999999995,0.01177655,0.0019206161974060943,0.010560229204505465,6.016455e-05,3.883457071506321e-05,10426.3,506969.1867225158
74.16666666666667,37.0,0.044,MG1655,B02,M9_0.5%_glucose,0.1_µg/ml_tc,MG1655,MG1655,20210608,2,0.03775000000000001,0.044,0.007288425,0.645842,0.04440055,0.014391049999999999,0.001983379898811502,0.010550251143297029,2.963825e-05,2.7817359640548988e-05,17671.4,4541688.2056104485
99.16666666666669,37.1,0.045,MG1655,B02,M9_0.5%_glucose,0.1_µg/ml_tc,MG1655,MG1655,20210608,2,0.03775000000000001,0.045,0.007288425,0.645842,0.04512125,0.016627799999999998,0.0020255357178946185,0.010474988846839459,2.545705e-05,2.465312683105241e-05,20257.9,489736.5108547437
124.16666666666669,37.0,0.047,MG1655,B02,M9_0.5%_glucose,0.1_µg/ml_tc,MG1655,MG1655,20210608,2,0.03775000000000001,0.047,0.007288425,0.645842,0.045931150000000004,0.02029955,0.002009826324711862,0.010634551017332482,4.41009e-05,2.2204120994867923e-05,15547.65,153821.7263885902
149.16666666666666,37.0,0.048,MG1655,B02,M9_0.5%_glucose,0.1_µg/ml_tc,MG1655,MG1655,20210608,2,0.037666666666666675,0.048,0.007288425,0.645842,0.0473552,0.0238456,0.001930420386016014,0.010696111241894863,7.549405e-05,2.3395896877590277e-05,9181.474999999999,3753.948133115245
174.16666666666666,37.0,0.05,MG1655,B02,M9_0.5%_glucose,0.1_µg/ml_tc,MG1655,MG1655,20210608,2,0.03775000000000001,0.05,0.007288425,0.645842,0.0496564,0.02840555,0.0018358579216622897,0.010528175495517081,0.0001115945,2.3020675337296698e-05,6211.285,1573.3505820983
199.16666666666663,37.0,0.053,MG1655,B02,M9_0.5%_glucose,0.1_µg/ml_tc,MG1655,MG1655,20210608,2,0.037708333333333344,0.053,0.007288425,0.645842,0.0527819,0.03427445,0.0019340281671953602,0.010782143842287126,0.000139925,2.0220396497330095e-05,4953.705,849.673933297124
224.16666666666663,37.0,0.056,MG1655,B02,M9_0.5%_glucose,0.1_µg/ml_tc,MG1655,MG1655,20210608,2,0.037708333333333344,0.056,0.007288425,0.645842,0.056464349999999996,0.040200849999999996,0.0019164541183300829,0.010775093200907748,0.000154449,1.7445619269432686e-05,4487.87,657.6677490569358
249.16666666666663,37.0,0.059,MG1655,B02,M9_0.5%_glucose,0.1_µg/ml_tc,MG1655,MG1655,20210608,2,0.03775000000000001,0.059,0.007288425,0.645842,0.060544600000000004,0.047515550000000004,0.0019236068212295796,0.010838948055196473,0.00015933849999999998,2.059078813384025e-05,4350.15,841.3800210429351
274.1666666666667,37.0,0.063,MG1655,B02,M9_0.5%_glucose,0.1_µg/ml_tc,MG1655,MG1655,20210608,2,0.037708333333333344,0.063,0.007288425,0.645842,0.0644334,0.056616,0.0018643710027299414,0.010822601693540622,0.0001584155,2.3542827338526497e-05,4375.495,813.2417222042574
299.1666666666667,37.1,0.068,MG1655,B02,M9_0.5%_glucose,0.1_µg/ml_tc,MG1655,MG1655,20210608,2,0.03762500000000001,0.068,0.007288425,0.645842,0.06844665,0.06625355,0.0018976044783523731,0.010976930802563562,0.0001622655,2.256152495139962e-05,4271.6849999999995,610.311622058047
324.1666666666667,37.0,0.073,MG1655,B02,M9_0.5%_glucose,0.1_µg/ml_tc,MG1655,MG1655,20210608,2,0.037708333333333344,0.073,0.007288425,0.645842,0.07284375,0.07799475,0.0019813769518202016,0.01071378934516514,0.00019314050000000002,1.7447003101726474e-05,3588.825,324.6488531180981
349.1666666666667,37.0,0.08,MG1655,B02,M9_0.5%_glucose,0.1_µg/ml_tc,MG1655,MG1655,20210608,2,0.03762500000000001,0.08,0.007288425,0.645842,0.0785056,0.09177725,0.001970746896520287,0.010899757968706488,0.000262175,1.5718309538930154e-05,2643.83,156.89830711785893
374.1666666666667,37.0,0.089,MG1655,B02,M9_0.5%_glucose,0.1_µg/ml_tc,MG1655,MG1655,20210608,2,0.037708333333333344,0.089,0.007288425,0.645842,0.08635745,0.106689,0.001945393740246833,0.010904169684131819,0.000376071,2.0350906334464642e-05,1843.13,96.97957698178998
399.1666666666667,37.0,0.1,MG1655,B02,M9_0.5%_glucose,0.1_µg/ml_tc,MG1655,MG1655,20210608,2,0.037666666666666675,0.1,0.007288425,0.645842,0.09773955000000001,0.1240645,0.001809796924077517,0.010833746893088378,0.000538443,2.4677139560811317e-05,1287.315,58.67436985188299
