,promoter,pos_selection,date,λ/λ0_mean,λ/λ0_std,lag_mean,lag_std,tc
0,3.19,0.18_µg/ml_tc,20210712,1.1555745816775702,0.03610856367755476,294.07711394789726,2.634872238242172,0.18
1,3.19,0.18_µg/ml_tc,20210713,1.1073065201870604,0.1066210704565014,325.9432979072981,3.5765847255357226,0.18
2,3.19,0.24_µg/ml_tc,20210712,1.1585683132925069,0.005081666480897519,302.1896151481811,16.789995875238716,0.24
3,3.19,0.24_µg/ml_tc,20210713,0.8886916502507999,0.07658903888943838,341.8569977738456,6.19498112396987,0.24
4,3.19,0.32_µg/ml_tc,20210712,1.1829817572306731,0.19325277898789206,350.4919448101548,16.13535684550258,0.32
5,3.19,0.32_µg/ml_tc,20210713,0.7940206090505043,0.022352082255519167,24.166666666666668,0.0,0.32
6,3.19,0.42_µg/ml_tc,20210712,0.7904223282464538,0.014440086796904669,170.78304046872586,207.34686429683546,0.42
7,3.19,0.42_µg/ml_tc,20210713,0.6767023973821096,0.0452895231329985,24.166666666666668,0.0,0.42
8,3.19,0.56_µg/ml_tc,20210712,0.7152160396256301,0.028333129760735473,24.166666666666668,0.0,0.56
9,3.19,0.56_µg/ml_tc,20210713,0.6118547038232602,0.001306740781285139,219.27301452900633,275.9220432520037,0.56
10,3.19,0.75_µg/ml_tc,20210712,0.5480526130548488,0.01671070306038113,406.17629882064944,0.9117996366171018,0.75
11,3.19,0.75_µg/ml_tc,20210713,0.5355232131273505,0.0033176384957444376,500.57821682803694,9.253393861420664,0.75
12,3.19,0_µg/ml_tc,20210712,1.0,0.012607895853822704,225.3409519255602,2.03651692957392,0.0
13,3.19,0_µg/ml_tc,20210713,1.0,0.048869090461709744,244.07498796181943,13.016083005774124,0.0
14,3.19,0_µg/ml_tc,20210714,1.0,0.01986770094674624,233.50493148526465,7.631926731207915,0.0
15,3.19,1.8_µg/ml_tc,20210714,0.14768435433822721,0.03373454163564721,725.0005461184273,177.31723945016782,1.8
16,3.19,10_µg/ml_tc,20210714,0.011748515280108502,0.0003275316966122007,24.166666666666668,0.0,10.0
17,3.19,1_µg/ml_tc,20210712,0.4107558775745779,0.0008456933138114416,422.9986092234516,8.908409732071222,1.0
18,3.19,1_µg/ml_tc,20210713,0.40936283039657995,0.001331862940080217,627.4937867160506,5.148517336529287,1.0
19,3.19,2.4_µg/ml_tc,20210714,0.10751575742437497,0.03847653120670187,1027.869599323632,132.7450710958769,2.4
