,promoter,pos_selection,date,λ/λ0_mean,λ/λ0_std,lag_mean,lag_std,tc
20,3.19,3.2_µg/ml_tc,20210714,0.027113898638821753,0.002214550153666576,31.273794823780058,10.050997029313454,3.2
21,3.19,4.2_µg/ml_tc,20210714,0.02415953381778399,0.0009179776651024979,26.654908339477053,3.518905120150363,4.2
22,3.19,5.6_µg/ml_tc,20210714,0.017851091715276483,0.0007553362447201653,24.166666666666668,0.0,5.6
23,3.19,7.5_µg/ml_tc,20210714,0.014457486116286038,0.0004987162358118516,24.166666666666668,0.0,7.5
24,IW,0.18_µg/ml_tc,20210712,0.9999854607495633,0.018211795838544854,233.3344792638277,3.76469184638795,0.18
25,IW,0.18_µg/ml_tc,20210713,1.0268771814329565,0.025787215515007567,236.61846928661038,2.6031371553249145,0.18
26,IW,0.24_µg/ml_tc,20210712,0.9944325470471294,0.03051017666922515,245.4405676884386,5.786244123579413,0.24
27,IW,0.24_µg/ml_tc,20210713,1.006818015921077,0.0021022951445284917,248.52516490798945,4.555947316282519,0.24
28,IW,0.32_µg/ml_tc,20210712,1.1241514465414917,0.011982847719394,271.6995443245286,8.660416049499332,0.32
29,IW,0.32_µg/ml_tc,20210713,1.1677049281691785,0.07701930138712994,256.9320350073968,1.1054226110445082,0.32
30,IW,0.42_µg/ml_tc,20210712,1.1330609161194638,0.03219379626892928,279.58904603036456,6.731089706962586,0.42
31,IW,0.42_µg/ml_tc,20210713,1.1967511256034742,0.06683817274795802,267.06691154546456,19.844307892479602,0.42
32,IW,0.56_µg/ml_tc,20210712,1.1409064450881305,0.012548359395250314,300.7610330024694,3.0913389967605944,0.56
33,IW,0.56_µg/ml_tc,20210713,1.0650038790229677,0.20935108945667377,157.12550884565078,188.03219784694326,0.56
34,IW,0.75_µg/ml_tc,20210712,1.1313273892215672,0.0166291228087718,308.2865697583753,1.4507511758676608,0.75
35,IW,0.75_µg/ml_tc,20210713,0.9743611544413611,0.10909095085426804,163.6330330416911,197.23522682245454,0.75
36,IW,0_µg/ml_tc,20210712,1.0,0.009775592581782757,207.92552265177454,2.1325033167246925,0.0
37,IW,0_µg/ml_tc,20210713,1.0,0.04127116268561583,221.96179200260036,3.2215161928483838,0.0
38,IW,0_µg/ml_tc,20210714,1.0000000000000002,0.0016315263118491683,193.38417484437602,10.802772934639792,0.0
39,IW,1.8_µg/ml_tc,20210714,0.6934122067595848,0.012379825780852454,24.166666666666668,0.0,1.8
40,IW,10_µg/ml_tc,20210714,0.016913980834065888,0.00027764055469175537,24.166666666666668,0.0,10.0
41,IW,1_µg/ml_tc,20210712,0.6746131619382422,0.024994862898608368,24.166666666666668,0.0,1.0
42,IW,1_µg/ml_tc,20210713,0.768017456963866,0.006272866298664117,24.166666666666668,0.0,1.0
43,IW,2.4_µg/ml_tc,20210714,0.5701507009901823,0.06876226686760714,24.166666666666668,0.0,2.4
44,IW,3.2_µg/ml_tc,20210714,0.4173916585626926,0.00045206760991462955,818.1412705138407,9.89675923860634,3.2
45,IW,4.2_µg/ml_tc,20210714,0.17806702214776726,0.0021399525837694534,881.2959533529795,36.66131437173318,4.2
46,IW,5.6_µg/ml_tc,20210714,0.037421869507806474,0.003217556222221119,24.166666666666668,0.0,5.6
47,IW,7.5_µg/ml_tc,20210714,0.032594960468132476,0.00046083092803109703,24.166666666666668,0.0,7.5
48,MG1655,0.18_µg/ml_tc,20210712,1.00803089673411,0.11163073859891356,338.24830640332624,1.7398272132692998,0.18
49,MG1655,0.18_µg/ml_tc,20210713,0.590450236255438,0.044958889101005255,24.166666666666668,0.0,0.18
50,MG1655,0.24_µg/ml_tc,20210712,0.7957196558094721,0.187625103835172,320.68214778693005,50.94069945322561,0.24
51,MG1655,0.24_µg/ml_tc,20210713,0.6236398125310871,0.01432329189620986,436.52373301719126,11.722827870624947,0.24
52,MG1655,0.32_µg/ml_tc,20210712,0.75096931162274,0.031164411593469932,24.166666666666668,0.0,0.32
53,MG1655,0.32_µg/ml_tc,20210713,0.5116114890651182,0.002739887549210708,531.8977831537086,5.996266447988967,0.32
54,MG1655,0.42_µg/ml_tc,20210712,0.6403210264039512,0.04676313644635371,408.73820092688123,20.225264499389965,0.42
55,MG1655,0.42_µg/ml_tc,20210713,0.4751188669945028,0.00013850758384066248,283.77881130988396,367.1470159112036,0.42
56,MG1655,0.56_µg/ml_tc,20210712,0.4700468063127968,0.011149635248266314,499.07580121879516,25.278355678466344,0.56
57,MG1655,0.56_µg/ml_tc,20210713,0.38988346037029087,0.005269331470929701,624.4731657631755,6.014919240556007,0.56
58,MG1655,0.75_µg/ml_tc,20210712,0.38326289203926345,0.0047394730995640975,693.1759767798842,6.128630161196573,0.75
59,MG1655,0.75_µg/ml_tc,20210713,0.3457912938671165,0.0056152317789863685,770.332295627412,2.668052588314116,0.75
60,MG1655,0_µg/ml_tc,20210712,1.0,0.17347254941405582,257.7941426163729,12.601942030806404,0.0
61,MG1655,0_µg/ml_tc,20210713,1.0,0.1455668190293863,274.81605216766263,88.39776061335239,0.0
62,MG1655,0_µg/ml_tc,20210714,1.0000000000000002,0.017197326029662403,238.72460426415196,3.4976138924264157,0.0
63,MG1655,1.8_µg/ml_tc,20210714,0.11065482508099424,0.008469002655327155,880.3508519366296,7.341049248350206,1.8
64,MG1655,10_µg/ml_tc,20210714,0.01256158134844361,0.00034222052831164585,24.166666666666668,0.0,10.0
65,MG1655,1_µg/ml_tc,20210712,0.2710497313230134,0.00178418957277105,839.5103136338303,4.734141326173241,1.0
66,MG1655,1_µg/ml_tc,20210713,0.2553647622515871,0.0036300346538702963,978.8522458388982,4.587212614745778,1.0
67,MG1655,2.4_µg/ml_tc,20210714,0.04474618847481261,0.001166911712794752,232.50545795583307,244.3025109892464,2.4
68,MG1655,3.2_µg/ml_tc,20210714,0.029150448791021744,0.003430892235345694,24.166666666666668,0.0,3.2
69,MG1655,4.2_µg/ml_tc,20210714,0.02180193538777498,0.0022164380695323654,24.72703867007521,1.1467481309477985,4.2
70,MG1655,5.6_µg/ml_tc,20210714,0.018827535387145617,0.0007991833411515967,24.166666666666668,0.0,5.6
71,MG1655,7.5_µg/ml_tc,20210714,0.019847032828251357,0.0051462457840338515,25.03491379084847,1.2278868585093423,7.5
72,UV5,0.18_µg/ml_tc,20210712,1.0564175010399612,0.05931287525226203,251.84151687028236,2.3736813457121557,0.18
73,UV5,0.18_µg/ml_tc,20210713,0.9677469370819103,0.09978085619014919,222.10517740364728,2.219094077365529,0.18
74,UV5,0.24_µg/ml_tc,20210712,1.0564370805822927,0.004871263956312714,257.657205534667,2.8525577161014026,0.24
75,UV5,0.24_µg/ml_tc,20210713,1.0215545344630668,0.04522091340549012,221.62963752328193,3.3100784511325387,0.24
76,UV5,0.32_µg/ml_tc,20210712,1.0097858283911951,0.006004147487500111,241.23463834667257,4.233660783812023,0.32
77,UV5,0.32_µg/ml_tc,20210713,1.0368534234793594,0.041698463509635283,212.06446895136892,5.260265254720049,0.32
78,UV5,0.42_µg/ml_tc,20210712,0.6031334040090338,0.5258660849715636,316.7268201283234,96.91547462618543,0.42
79,UV5,0.42_µg/ml_tc,20210713,1.0488476701522,0.004950997435066955,222.1152348990566,3.854983024679391,0.42
80,UV5,0.56_µg/ml_tc,20210712,1.0201465301036798,0.046398599518960165,237.92157612613954,13.59890485325139,0.56
81,UV5,0.56_µg/ml_tc,20210713,1.0365673207276256,0.026019188029521738,223.24272545779598,0.2080248172363005,0.56
82,UV5,0.75_µg/ml_tc,20210712,0.7328857193950746,0.3466035151739599,268.41529571673084,29.52581562097255,0.75
83,UV5,0.75_µg/ml_tc,20210713,1.0615501161511438,0.03601683060604722,221.06306155575365,9.300187812538,0.75
84,UV5,0_µg/ml_tc,20210712,1.0,0.011702548995452257,251.6823253484525,3.6077473347630105,0.0
85,UV5,0_µg/ml_tc,20210713,1.0,0.006163988467647479,223.23099511688451,2.4003580305357746,0.0
86,UV5,0_µg/ml_tc,20210714,1.0,0.036923885621886726,224.49918937919625,0.1362042600274039,0.0
87,UV5,1.8_µg/ml_tc,20210714,1.00079593511866,0.020576068462063526,263.1245420216014,7.838544960286844,1.8
88,UV5,10_µg/ml_tc,20210714,1.0211978351517828,0.015055054696363588,246.81068940203755,12.655913869734492,10.0
89,UV5,1_µg/ml_tc,20210712,0.6694844780284281,0.396771740480013,290.13396589620464,60.00672027126402,1.0
90,UV5,1_µg/ml_tc,20210713,1.006442672862673,0.007105508427193385,230.7481544481961,0.4453936557381537,1.0
91,UV5,2.4_µg/ml_tc,20210714,0.978833309476904,0.0277326034211143,261.7091665263771,2.277830629922048,2.4
92,UV5,3.2_µg/ml_tc,20210714,1.033603835469969,0.04532184489623992,252.93643762278867,3.7515045532349416,3.2
93,UV5,4.2_µg/ml_tc,20210714,1.0412889915980938,0.023161075440303092,254.17629942664178,1.8855227957001715,4.2
94,UV5,5.6_µg/ml_tc,20210714,1.0497516923909664,0.04054828945090317,253.31320248792053,0.6064131710073896,5.6
95,UV5,7.5_µg/ml_tc,20210714,1.0453077500898837,0.04302969082273268,247.15096773409374,16.452410481491,7.5
96,WT,0.18_µg/ml_tc,20210712,0.7500809187906812,0.4125563571047926,249.26078011909186,29.052505152303997,0.18
97,WT,0.18_µg/ml_tc,20210713,0.965080271238884,0.012465392169192279,214.74179779357843,4.526637575412468,0.18
98,WT,0.24_µg/ml_tc,20210712,0.9940059539699908,0.03744931629874331,230.17807893655768,11.646241926398115,0.24
99,WT,0.24_µg/ml_tc,20210713,0.9901103499423822,0.018789386888441905,223.1694960570071,2.1591281152788344,0.24
100,WT,0.32_µg/ml_tc,20210712,1.001203074224314,0.08484343308126817,231.85583812868532,13.638229855714624,0.32
101,WT,0.32_µg/ml_tc,20210713,0.9750993072410583,0.0217451839331337,215.65058871713916,2.644047359854309,0.32
102,WT,0.42_µg/ml_tc,20210712,0.6683438318029914,0.40200303697356976,223.65586549633838,1.268229556178091,0.42
103,WT,0.42_µg/ml_tc,20210713,1.0088653680832098,0.01462657277087522,215.56836979824197,0.0018029520012944333,0.42
104,WT,0.56_µg/ml_tc,20210712,0.5435046880092219,0.644059898502495,125.49163890377135,143.29514994479078,0.56
105,WT,0.56_µg/ml_tc,20210713,1.0068923428315109,0.0036784982555632885,217.61617150442788,1.8315694744544473,0.56
106,WT,0.75_µg/ml_tc,20210712,1.018213828974151,0.003278655785360407,231.79463406614428,0.7625397394471617,0.75
107,WT,0.75_µg/ml_tc,20210713,0.9992817744412966,0.03325513883439763,222.2972890085219,5.68149927459405,0.75
108,WT,0_µg/ml_tc,20210712,1.0,0.020260579588791496,228.17777526226155,2.924849056196693,0.0
109,WT,0_µg/ml_tc,20210713,1.0,0.06294505884445574,208.01551924126383,5.149850231786035,0.0
110,WT,0_µg/ml_tc,20210714,1.0,0.019811370723505136,229.90741553050572,6.220353668879858,0.0
111,WT,1.8_µg/ml_tc,20210714,0.9931719029887383,0.026788505280277083,277.57630576096767,9.586289219014628,1.8
112,WT,10_µg/ml_tc,20210714,0.6857015959962389,0.00977244868448363,24.166666666666668,0.0,10.0
113,WT,1_µg/ml_tc,20210712,0.9616400257797897,0.02250005958256125,233.96137970140538,1.2866373046001591,1.0
114,WT,1_µg/ml_tc,20210713,0.988598915554731,0.007373478416124746,227.21953536510955,1.7430412385021512,1.0
115,WT,2.4_µg/ml_tc,20210714,0.9294748323664921,0.01717758076336223,265.0803285202302,8.998014116235218,2.4
116,WT,3.2_µg/ml_tc,20210714,1.1710439947830946,0.0883051284625403,300.37750380144666,1.5677947016411848,3.2
117,WT,4.2_µg/ml_tc,20210714,1.160714471382879,0.09161563162845847,294.2053080945649,14.372699998675364,4.2
118,WT,5.6_µg/ml_tc,20210714,0.9116417236847834,0.12875366664089688,156.03457327271445,186.48938196402142,5.6
119,WT,7.5_µg/ml_tc,20210714,0.7729665878655201,0.05866394301096885,149.7786993616148,177.64224023444825,7.5
