time_min,temp_C,OD600,YFP,strain,well,media,pos_selection,promoter,volume_marker,date,run_number,blank_val,OD_sub,gp_OD600,gp_OD600_std,gp_growth_rate,gp_growth_rate_std,gp_doubling_time,gp_doubling_time_std
18.95,37.1,0.063,32.0,lacUV5_T_mCherry,C03,M9_0.5%_glucose,0_ugmL_tetracycline,lacUV5,mCherry,20200714,1,0.031000000000000014,0.03199999999999999,0.0848386,0.013611906048218929,-0.0008180069999999999,0.0005554257429452035,-792.4845,799.8534984089839
38.95,37.0,0.069,37.0,lacUV5_T_mCherry,C03,M9_0.5%_glucose,0_ugmL_tetracycline,lacUV5,mCherry,20200714,1,0.031000000000000014,0.03799999999999999,0.07239475000000001,0.008584668482077836,-0.0004651025,0.00035520765294848506,-1357.29,4036.438557734774
58.95,37.0,0.075,37.0,lacUV5_T_mCherry,C03,M9_0.5%_glucose,0_ugmL_tetracycline,lacUV5,mCherry,20200714,1,0.031000000000000014,0.043999999999999984,0.06918835000000001,0.009344789826303738,-0.000135183,0.0001925386928729787,-4045.865,45829.611875770075
78.95,37.1,0.084,35.0,lacUV5_T_mCherry,C03,M9_0.5%_glucose,0_ugmL_tetracycline,lacUV5,mCherry,20200714,1,0.031000000000000014,0.05299999999999999,0.06928229999999999,0.010481963098911822,0.0001787045,7.354603508665299e-05,3878.7349999999997,2926.868293630105
98.95,37.0,0.092,33.0,lacUV5_T_mCherry,C03,M9_0.5%_glucose,0_ugmL_tetracycline,lacUV5,mCherry,20200714,1,0.031000000000000014,0.060999999999999985,0.0755683,0.010594378360186242,0.0004493415,5.287546177603217e-05,1542.585,203.3493210665824
118.95,37.0,0.102,28.0,lacUV5_T_mCherry,C03,M9_0.5%_glucose,0_ugmL_tetracycline,lacUV5,mCherry,20200714,1,0.031000000000000014,0.07099999999999998,0.0870852,0.009559787356026715,0.000724274,0.00010077910761612476,957.0235,196.0982155487274
138.95,37.1,0.114,37.0,lacUV5_T_mCherry,C03,M9_0.5%_glucose,0_ugmL_tetracycline,lacUV5,mCherry,20200714,1,0.031000000000000014,0.08299999999999999,0.10504050000000001,0.008492406753149873,0.0009718385,0.00012784127177684767,713.233,138.78812212332508
158.95,37.0,0.128,32.0,lacUV5_T_mCherry,C03,M9_0.5%_glucose,0_ugmL_tetracycline,lacUV5,mCherry,20200714,1,0.031000000000000014,0.09699999999999999,0.125005,0.007992564321566375,0.0011923,0.0001319848739131201,581.355,88.68408251155894
178.95,37.1,0.147,32.0,lacUV5_T_mCherry,C03,M9_0.5%_glucose,0_ugmL_tetracycline,lacUV5,mCherry,20200714,1,0.031000000000000014,0.11599999999999998,0.1484975,0.008497644182239665,0.0013859950000000001,0.00011795582193229434,500.10900000000004,53.744209461802875
198.95,37.1,0.16899999999999998,29.0,lacUV5_T_mCherry,C03,M9_0.5%_glucose,0_ugmL_tetracycline,lacUV5,mCherry,20200714,1,0.031000000000000014,0.13799999999999996,0.177503,0.009001295558639816,0.0015525,9.05151188361102e-05,446.4705,30.116531737260157
218.95,37.0,0.197,29.0,lacUV5_T_mCherry,C03,M9_0.5%_glucose,0_ugmL_tetracycline,lacUV5,mCherry,20200714,1,0.031000000000000014,0.16599999999999998,0.210511,0.009496252532663473,0.0016941999999999999,5.692990127907245e-05,409.1295,14.712107294624998
238.95,37.1,0.23,30.0,lacUV5_T_mCherry,C03,M9_0.5%_glucose,0_ugmL_tetracycline,lacUV5,mCherry,20200714,1,0.031000000000000014,0.199,0.2455815,0.010247771709301277,0.001804505,2.619123839206539e-05,384.12,5.572872862545497
258.95,37.0,0.265,30.0,lacUV5_T_mCherry,C03,M9_0.5%_glucose,0_ugmL_tetracycline,lacUV5,mCherry,20200714,1,0.031000000000000014,0.23399999999999999,0.2826655,0.009846728732209067,0.00189993,3.162585499487618e-05,364.828,6.000917905354111
278.95,37.0,0.306,36.0,lacUV5_T_mCherry,C03,M9_0.5%_glucose,0_ugmL_tetracycline,lacUV5,mCherry,20200714,1,0.031000000000000014,0.27499999999999997,0.32072449999999997,0.009408931817015652,0.00195852,5.666611276506385e-05,353.9145,9.690350436772633
298.95,37.0,0.35100000000000003,32.0,lacUV5_T_mCherry,C03,M9_0.5%_glucose,0_ugmL_tetracycline,lacUV5,mCherry,20200714,1,0.031000000000000014,0.32,0.36028400000000005,0.008649347087477345,0.0019926500000000003,7.65355692270017e-05,347.8515,12.286582035096817
318.95,37.1,0.397,36.0,lacUV5_T_mCherry,C03,M9_0.5%_glucose,0_ugmL_tetracycline,lacUV5,mCherry,20200714,1,0.031000000000000014,0.366,0.400777,0.007875703446646835,0.00200343,8.75937942443085e-05,345.98,13.71897110318642
338.95,37.0,0.444,35.0,lacUV5_T_mCherry,C03,M9_0.5%_glucose,0_ugmL_tetracycline,lacUV5,mCherry,20200714,1,0.031000000000000014,0.413,0.442231,0.00772576565951437,0.0019925949999999998,8.921767298903258e-05,347.8615,14.110151856161462
358.95,37.0,0.489,45.0,lacUV5_T_mCherry,C03,M9_0.5%_glucose,0_ugmL_tetracycline,lacUV5,mCherry,20200714,1,0.031000000000000014,0.45799999999999996,0.48362099999999997,0.008113694965888945,0.0019597349999999998,8.214941926898573e-05,353.69399999999996,13.52275597496842
378.95,37.0,0.53,42.0,lacUV5_T_mCherry,C03,M9_0.5%_glucose,0_ugmL_tetracycline,lacUV5,mCherry,20200714,1,0.031000000000000014,0.499,0.5226545,0.008375099510229406,0.001911585,6.887400585939875e-05,362.6035,12.157026307379542
