time_min,temp_C,OD600,YFP,strain,well,media,pos_selection,promoter,volume_marker,date,run_number
758.95,37.0,0.031,42.0,blank,B09,M9_0.5%_glucose,1_ugmL_tetracycline,blank,blank,20200714,1
778.95,37.0,0.031,27.0,blank,B09,M9_0.5%_glucose,1_ugmL_tetracycline,blank,blank,20200714,1
798.95,37.1,0.031,38.0,blank,B09,M9_0.5%_glucose,1_ugmL_tetracycline,blank,blank,20200714,1
818.95,37.0,0.031,29.0,blank,B09,M9_0.5%_glucose,1_ugmL_tetracycline,blank,blank,20200714,1
838.95,37.0,0.031,35.0,blank,B09,M9_0.5%_glucose,1_ugmL_tetracycline,blank,blank,20200714,1
858.95,37.0,0.031,33.0,blank,B09,M9_0.5%_glucose,1_ugmL_tetracycline,blank,blank,20200714,1
878.95,37.0,0.031,34.0,blank,B09,M9_0.5%_glucose,1_ugmL_tetracycline,blank,blank,20200714,1
898.95,37.1,0.031,32.0,blank,B09,M9_0.5%_glucose,1_ugmL_tetracycline,blank,blank,20200714,1
918.95,37.0,0.031,33.0,blank,B09,M9_0.5%_glucose,1_ugmL_tetracycline,blank,blank,20200714,1
938.95,37.1,0.031,32.0,blank,B09,M9_0.5%_glucose,1_ugmL_tetracycline,blank,blank,20200714,1
958.95,37.0,0.031,33.0,blank,B09,M9_0.5%_glucose,1_ugmL_tetracycline,blank,blank,20200714,1
978.95,37.0,0.031,30.0,blank,B09,M9_0.5%_glucose,1_ugmL_tetracycline,blank,blank,20200714,1
998.95,37.0,0.031,31.0,blank,B09,M9_0.5%_glucose,1_ugmL_tetracycline,blank,blank,20200714,1
1018.95,37.1,0.031,25.0,blank,B09,M9_0.5%_glucose,1_ugmL_tetracycline,blank,blank,20200714,1
1038.95,37.0,0.031,29.0,blank,B09,M9_0.5%_glucose,1_ugmL_tetracycline,blank,blank,20200714,1
1058.95,37.1,0.031,27.0,blank,B09,M9_0.5%_glucose,1_ugmL_tetracycline,blank,blank,20200714,1
1078.95,37.0,0.031,35.0,blank,B09,M9_0.5%_glucose,1_ugmL_tetracycline,blank,blank,20200714,1
1098.95,37.0,0.031,34.0,blank,B09,M9_0.5%_glucose,1_ugmL_tetracycline,blank,blank,20200714,1
1118.95,37.0,0.031,30.0,blank,B09,M9_0.5%_glucose,1_ugmL_tetracycline,blank,blank,20200714,1
1138.95,37.0,0.031,33.0,blank,B09,M9_0.5%_glucose,1_ugmL_tetracycline,blank,blank,20200714,1
1158.95,37.1,0.031,31.0,blank,B09,M9_0.5%_glucose,1_ugmL_tetracycline,blank,blank,20200714,1
1178.95,37.0,0.031,32.0,blank,B09,M9_0.5%_glucose,1_ugmL_tetracycline,blank,blank,20200714,1
1198.95,37.1,0.031,37.0,blank,B09,M9_0.5%_glucose,1_ugmL_tetracycline,blank,blank,20200714,1
1218.95,37.0,0.031,37.0,blank,B09,M9_0.5%_glucose,1_ugmL_tetracycline,blank,blank,20200714,1
1238.95,37.1,0.031,27.0,blank,B09,M9_0.5%_glucose,1_ugmL_tetracycline,blank,blank,20200714,1
1258.95,37.0,0.031,27.0,blank,B09,M9_0.5%_glucose,1_ugmL_tetracycline,blank,blank,20200714,1
1278.95,37.0,0.031,32.0,blank,B09,M9_0.5%_glucose,1_ugmL_tetracycline,blank,blank,20200714,1
1298.95,37.0,0.031,29.0,blank,B09,M9_0.5%_glucose,1_ugmL_tetracycline,blank,blank,20200714,1
1318.95,37.0,0.031,37.0,blank,B09,M9_0.5%_glucose,1_ugmL_tetracycline,blank,blank,20200714,1
1338.95,37.0,0.031,36.0,blank,B09,M9_0.5%_glucose,1_ugmL_tetracycline,blank,blank,20200714,1
1358.95,37.1,0.031,31.0,blank,B09,M9_0.5%_glucose,1_ugmL_tetracycline,blank,blank,20200714,1
1378.95,37.0,0.031,33.0,blank,B09,M9_0.5%_glucose,1_ugmL_tetracycline,blank,blank,20200714,1
1398.95,37.0,0.031,33.0,blank,B09,M9_0.5%_glucose,1_ugmL_tetracycline,blank,blank,20200714,1
1418.95,37.1,0.031,31.0,blank,B09,M9_0.5%_glucose,1_ugmL_tetracycline,blank,blank,20200714,1
1438.95,37.0,0.031,24.0,blank,B09,M9_0.5%_glucose,1_ugmL_tetracycline,blank,blank,20200714,1
1458.95,37.0,0.031,30.0,blank,B09,M9_0.5%_glucose,1_ugmL_tetracycline,blank,blank,20200714,1
1478.95,37.0,0.031,31.0,blank,B09,M9_0.5%_glucose,1_ugmL_tetracycline,blank,blank,20200714,1
1498.95,37.0,0.031,26.0,blank,B09,M9_0.5%_glucose,1_ugmL_tetracycline,blank,blank,20200714,1
1518.95,37.0,0.031,38.0,blank,B09,M9_0.5%_glucose,1_ugmL_tetracycline,blank,blank,20200714,1
1538.95,37.0,0.031,33.0,blank,B09,M9_0.5%_glucose,1_ugmL_tetracycline,blank,blank,20200714,1
18.95,37.1,0.031,40.0,blank,B10,M9_0.5%_glucose,0_ugmL_tetracycline,blank,blank,20200714,1
38.95,37.0,0.031,34.0,blank,B10,M9_0.5%_glucose,0_ugmL_tetracycline,blank,blank,20200714,1
58.95,37.0,0.031,35.0,blank,B10,M9_0.5%_glucose,0_ugmL_tetracycline,blank,blank,20200714,1
78.95,37.1,0.031,34.0,blank,B10,M9_0.5%_glucose,0_ugmL_tetracycline,blank,blank,20200714,1
98.95,37.0,0.031,34.0,blank,B10,M9_0.5%_glucose,0_ugmL_tetracycline,blank,blank,20200714,1
118.95,37.0,0.031,34.0,blank,B10,M9_0.5%_glucose,0_ugmL_tetracycline,blank,blank,20200714,1
138.95,37.1,0.031,29.0,blank,B10,M9_0.5%_glucose,0_ugmL_tetracycline,blank,blank,20200714,1
158.95,37.0,0.031,31.0,blank,B10,M9_0.5%_glucose,0_ugmL_tetracycline,blank,blank,20200714,1
178.95,37.1,0.031,32.0,blank,B10,M9_0.5%_glucose,0_ugmL_tetracycline,blank,blank,20200714,1
198.95,37.1,0.031,34.0,blank,B10,M9_0.5%_glucose,0_ugmL_tetracycline,blank,blank,20200714,1
218.95,37.0,0.031,31.0,blank,B10,M9_0.5%_glucose,0_ugmL_tetracycline,blank,blank,20200714,1
238.95,37.1,0.031,33.0,blank,B10,M9_0.5%_glucose,0_ugmL_tetracycline,blank,blank,20200714,1
258.95,37.0,0.031,37.0,blank,B10,M9_0.5%_glucose,0_ugmL_tetracycline,blank,blank,20200714,1
278.95,37.0,0.031,35.0,blank,B10,M9_0.5%_glucose,0_ugmL_tetracycline,blank,blank,20200714,1
298.95,37.0,0.031,29.0,blank,B10,M9_0.5%_glucose,0_ugmL_tetracycline,blank,blank,20200714,1
318.95,37.1,0.031,27.0,blank,B10,M9_0.5%_glucose,0_ugmL_tetracycline,blank,blank,20200714,1
338.95,37.0,0.031,32.0,blank,B10,M9_0.5%_glucose,0_ugmL_tetracycline,blank,blank,20200714,1
358.95,37.0,0.031,35.0,blank,B10,M9_0.5%_glucose,0_ugmL_tetracycline,blank,blank,20200714,1
378.95,37.0,0.031,36.0,blank,B10,M9_0.5%_glucose,0_ugmL_tetracycline,blank,blank,20200714,1
398.95,37.0,0.031,33.0,blank,B10,M9_0.5%_glucose,0_ugmL_tetracycline,blank,blank,20200714,1
418.95,37.0,0.031,27.0,blank,B10,M9_0.5%_glucose,0_ugmL_tetracycline,blank,blank,20200714,1
438.95,37.1,0.031,29.0,blank,B10,M9_0.5%_glucose,0_ugmL_tetracycline,blank,blank,20200714,1
458.95,37.1,0.031,37.0,blank,B10,M9_0.5%_glucose,0_ugmL_tetracycline,blank,blank,20200714,1
478.95,37.0,0.031,30.0,blank,B10,M9_0.5%_glucose,0_ugmL_tetracycline,blank,blank,20200714,1
498.95,37.0,0.031,30.0,blank,B10,M9_0.5%_glucose,0_ugmL_tetracycline,blank,blank,20200714,1
518.95,37.0,0.031,30.0,blank,B10,M9_0.5%_glucose,0_ugmL_tetracycline,blank,blank,20200714,1
538.95,37.0,0.031,33.0,blank,B10,M9_0.5%_glucose,0_ugmL_tetracycline,blank,blank,20200714,1
558.95,37.0,0.031,38.0,blank,B10,M9_0.5%_glucose,0_ugmL_tetracycline,blank,blank,20200714,1
578.95,37.1,0.031,25.0,blank,B10,M9_0.5%_glucose,0_ugmL_tetracycline,blank,blank,20200714,1
598.95,37.1,0.031,28.0,blank,B10,M9_0.5%_glucose,0_ugmL_tetracycline,blank,blank,20200714,1
618.95,36.9,0.031,33.0,blank,B10,M9_0.5%_glucose,0_ugmL_tetracycline,blank,blank,20200714,1
638.95,37.0,0.031,33.0,blank,B10,M9_0.5%_glucose,0_ugmL_tetracycline,blank,blank,20200714,1
658.95,37.1,0.031,29.0,blank,B10,M9_0.5%_glucose,0_ugmL_tetracycline,blank,blank,20200714,1
678.95,37.1,0.031,34.0,blank,B10,M9_0.5%_glucose,0_ugmL_tetracycline,blank,blank,20200714,1
698.95,37.0,0.031,27.0,blank,B10,M9_0.5%_glucose,0_ugmL_tetracycline,blank,blank,20200714,1
718.95,37.1,0.031,25.0,blank,B10,M9_0.5%_glucose,0_ugmL_tetracycline,blank,blank,20200714,1
738.95,37.1,0.031,27.0,blank,B10,M9_0.5%_glucose,0_ugmL_tetracycline,blank,blank,20200714,1
758.95,37.0,0.031,29.0,blank,B10,M9_0.5%_glucose,0_ugmL_tetracycline,blank,blank,20200714,1
778.95,37.0,0.031,31.0,blank,B10,M9_0.5%_glucose,0_ugmL_tetracycline,blank,blank,20200714,1
798.95,37.1,0.031,33.0,blank,B10,M9_0.5%_glucose,0_ugmL_tetracycline,blank,blank,20200714,1
818.95,37.0,0.031,31.0,blank,B10,M9_0.5%_glucose,0_ugmL_tetracycline,blank,blank,20200714,1
838.95,37.0,0.031,28.0,blank,B10,M9_0.5%_glucose,0_ugmL_tetracycline,blank,blank,20200714,1
858.95,37.0,0.031,24.0,blank,B10,M9_0.5%_glucose,0_ugmL_tetracycline,blank,blank,20200714,1
878.95,37.0,0.031,35.0,blank,B10,M9_0.5%_glucose,0_ugmL_tetracycline,blank,blank,20200714,1
898.95,37.1,0.031,38.0,blank,B10,M9_0.5%_glucose,0_ugmL_tetracycline,blank,blank,20200714,1
918.95,37.0,0.031,33.0,blank,B10,M9_0.5%_glucose,0_ugmL_tetracycline,blank,blank,20200714,1
938.95,37.1,0.031,34.0,blank,B10,M9_0.5%_glucose,0_ugmL_tetracycline,blank,blank,20200714,1
958.95,37.0,0.031,40.0,blank,B10,M9_0.5%_glucose,0_ugmL_tetracycline,blank,blank,20200714,1
978.95,37.0,0.031,32.0,blank,B10,M9_0.5%_glucose,0_ugmL_tetracycline,blank,blank,20200714,1
998.95,37.0,0.031,31.0,blank,B10,M9_0.5%_glucose,0_ugmL_tetracycline,blank,blank,20200714,1
1018.95,37.1,0.031,35.0,blank,B10,M9_0.5%_glucose,0_ugmL_tetracycline,blank,blank,20200714,1
1038.95,37.0,0.03,33.0,blank,B10,M9_0.5%_glucose,0_ugmL_tetracycline,blank,blank,20200714,1
1058.95,37.1,0.031,37.0,blank,B10,M9_0.5%_glucose,0_ugmL_tetracycline,blank,blank,20200714,1
1078.95,37.0,0.031,23.0,blank,B10,M9_0.5%_glucose,0_ugmL_tetracycline,blank,blank,20200714,1
1098.95,37.0,0.031,34.0,blank,B10,M9_0.5%_glucose,0_ugmL_tetracycline,blank,blank,20200714,1
1118.95,37.0,0.03,35.0,blank,B10,M9_0.5%_glucose,0_ugmL_tetracycline,blank,blank,20200714,1
1138.95,37.0,0.031,34.0,blank,B10,M9_0.5%_glucose,0_ugmL_tetracycline,blank,blank,20200714,1
1158.95,37.1,0.031,38.0,blank,B10,M9_0.5%_glucose,0_ugmL_tetracycline,blank,blank,20200714,1
1178.95,37.0,0.031,31.0,blank,B10,M9_0.5%_glucose,0_ugmL_tetracycline,blank,blank,20200714,1
1198.95,37.1,0.031,33.0,blank,B10,M9_0.5%_glucose,0_ugmL_tetracycline,blank,blank,20200714,1
1218.95,37.0,0.031,32.0,blank,B10,M9_0.5%_glucose,0_ugmL_tetracycline,blank,blank,20200714,1
1238.95,37.1,0.031,30.0,blank,B10,M9_0.5%_glucose,0_ugmL_tetracycline,blank,blank,20200714,1
1258.95,37.0,0.031,30.0,blank,B10,M9_0.5%_glucose,0_ugmL_tetracycline,blank,blank,20200714,1
1278.95,37.0,0.031,32.0,blank,B10,M9_0.5%_glucose,0_ugmL_tetracycline,blank,blank,20200714,1
1298.95,37.0,0.031,36.0,blank,B10,M9_0.5%_glucose,0_ugmL_tetracycline,blank,blank,20200714,1
1318.95,37.0,0.031,32.0,blank,B10,M9_0.5%_glucose,0_ugmL_tetracycline,blank,blank,20200714,1
1338.95,37.0,0.031,29.0,blank,B10,M9_0.5%_glucose,0_ugmL_tetracycline,blank,blank,20200714,1
1358.95,37.1,0.031,29.0,blank,B10,M9_0.5%_glucose,0_ugmL_tetracycline,blank,blank,20200714,1
1378.95,37.0,0.031,29.0,blank,B10,M9_0.5%_glucose,0_ugmL_tetracycline,blank,blank,20200714,1
1398.95,37.0,0.031,31.0,blank,B10,M9_0.5%_glucose,0_ugmL_tetracycline,blank,blank,20200714,1
1418.95,37.1,0.031,32.0,blank,B10,M9_0.5%_glucose,0_ugmL_tetracycline,blank,blank,20200714,1
1438.95,37.0,0.031,30.0,blank,B10,M9_0.5%_glucose,0_ugmL_tetracycline,blank,blank,20200714,1
1458.95,37.0,0.031,32.0,blank,B10,M9_0.5%_glucose,0_ugmL_tetracycline,blank,blank,20200714,1
1478.95,37.0,0.031,23.0,blank,B10,M9_0.5%_glucose,0_ugmL_tetracycline,blank,blank,20200714,1
1498.95,37.0,0.031,32.0,blank,B10,M9_0.5%_glucose,0_ugmL_tetracycline,blank,blank,20200714,1
1518.95,37.0,0.031,25.0,blank,B10,M9_0.5%_glucose,0_ugmL_tetracycline,blank,blank,20200714,1
1538.95,37.0,0.031,31.0,blank,B10,M9_0.5%_glucose,0_ugmL_tetracycline,blank,blank,20200714,1
18.95,37.1,0.063,32.0,lacUV5_T_mCherry,C03,M9_0.5%_glucose,0_ugmL_tetracycline,lacUV5,mCherry,20200714,1
38.95,37.0,0.069,37.0,lacUV5_T_mCherry,C03,M9_0.5%_glucose,0_ugmL_tetracycline,lacUV5,mCherry,20200714,1
58.95,37.0,0.075,37.0,lacUV5_T_mCherry,C03,M9_0.5%_glucose,0_ugmL_tetracycline,lacUV5,mCherry,20200714,1
78.95,37.1,0.084,35.0,lacUV5_T_mCherry,C03,M9_0.5%_glucose,0_ugmL_tetracycline,lacUV5,mCherry,20200714,1
98.95,37.0,0.092,33.0,lacUV5_T_mCherry,C03,M9_0.5%_glucose,0_ugmL_tetracycline,lacUV5,mCherry,20200714,1
118.95,37.0,0.102,28.0,lacUV5_T_mCherry,C03,M9_0.5%_glucose,0_ugmL_tetracycline,lacUV5,mCherry,20200714,1
138.95,37.1,0.114,37.0,lacUV5_T_mCherry,C03,M9_0.5%_glucose,0_ugmL_tetracycline,lacUV5,mCherry,20200714,1
158.95,37.0,0.128,32.0,lacUV5_T_mCherry,C03,M9_0.5%_glucose,0_ugmL_tetracycline,lacUV5,mCherry,20200714,1
178.95,37.1,0.147,32.0,lacUV5_T_mCherry,C03,M9_0.5%_glucose,0_ugmL_tetracycline,lacUV5,mCherry,20200714,1
198.95,37.1,0.16899999999999998,29.0,lacUV5_T_mCherry,C03,M9_0.5%_glucose,0_ugmL_tetracycline,lacUV5,mCherry,20200714,1
218.95,37.0,0.19699999999999998,29.0,lacUV5_T_mCherry,C03,M9_0.5%_glucose,0_ugmL_tetracycline,lacUV5,mCherry,20200714,1
238.95,37.1,0.23,30.0,lacUV5_T_mCherry,C03,M9_0.5%_glucose,0_ugmL_tetracycline,lacUV5,mCherry,20200714,1
258.95,37.0,0.265,30.0,lacUV5_T_mCherry,C03,M9_0.5%_glucose,0_ugmL_tetracycline,lacUV5,mCherry,20200714,1
278.95,37.0,0.306,36.0,lacUV5_T_mCherry,C03,M9_0.5%_glucose,0_ugmL_tetracycline,lacUV5,mCherry,20200714,1
298.95,37.0,0.35100000000000003,32.0,lacUV5_T_mCherry,C03,M9_0.5%_glucose,0_ugmL_tetracycline,lacUV5,mCherry,20200714,1
318.95,37.1,0.397,36.0,lacUV5_T_mCherry,C03,M9_0.5%_glucose,0_ugmL_tetracycline,lacUV5,mCherry,20200714,1
338.95,37.0,0.444,35.0,lacUV5_T_mCherry,C03,M9_0.5%_glucose,0_ugmL_tetracycline,lacUV5,mCherry,20200714,1
358.95,37.0,0.489,45.0,lacUV5_T_mCherry,C03,M9_0.5%_glucose,0_ugmL_tetracycline,lacUV5,mCherry,20200714,1
378.95,37.0,0.53,42.0,lacUV5_T_mCherry,C03,M9_0.5%_glucose,0_ugmL_tetracycline,lacUV5,mCherry,20200714,1
398.95,37.0,0.57,48.0,lacUV5_T_mCherry,C03,M9_0.5%_glucose,0_ugmL_tetracycline,lacUV5,mCherry,20200714,1
418.95,37.0,0.607,55.0,lacUV5_T_mCherry,C03,M9_0.5%_glucose,0_ugmL_tetracycline,lacUV5,mCherry,20200714,1
438.95,37.1,0.642,50.0,lacUV5_T_mCherry,C03,M9_0.5%_glucose,0_ugmL_tetracycline,lacUV5,mCherry,20200714,1
458.95,37.1,0.675,56.0,lacUV5_T_mCherry,C03,M9_0.5%_glucose,0_ugmL_tetracycline,lacUV5,mCherry,20200714,1
478.95,37.0,0.698,58.0,lacUV5_T_mCherry,C03,M9_0.5%_glucose,0_ugmL_tetracycline,lacUV5,mCherry,20200714,1
498.95,37.0,0.725,52.0,lacUV5_T_mCherry,C03,M9_0.5%_glucose,0_ugmL_tetracycline,lacUV5,mCherry,20200714,1
518.95,37.0,0.746,60.0,lacUV5_T_mCherry,C03,M9_0.5%_glucose,0_ugmL_tetracycline,lacUV5,mCherry,20200714,1
538.95,37.0,0.77,68.0,lacUV5_T_mCherry,C03,M9_0.5%_glucose,0_ugmL_tetracycline,lacUV5,mCherry,20200714,1
558.95,37.0,0.7879999999999999,78.0,lacUV5_T_mCherry,C03,M9_0.5%_glucose,0_ugmL_tetracycline,lacUV5,mCherry,20200714,1
578.95,37.1,0.807,69.0,lacUV5_T_mCherry,C03,M9_0.5%_glucose,0_ugmL_tetracycline,lacUV5,mCherry,20200714,1
598.95,37.1,0.823,75.0,lacUV5_T_mCherry,C03,M9_0.5%_glucose,0_ugmL_tetracycline,lacUV5,mCherry,20200714,1
618.95,36.9,0.8320000000000001,69.0,lacUV5_T_mCherry,C03,M9_0.5%_glucose,0_ugmL_tetracycline,lacUV5,mCherry,20200714,1
638.95,37.0,0.8440000000000001,75.0,lacUV5_T_mCherry,C03,M9_0.5%_glucose,0_ugmL_tetracycline,lacUV5,mCherry,20200714,1
658.95,37.1,0.8540000000000001,74.0,lacUV5_T_mCherry,C03,M9_0.5%_glucose,0_ugmL_tetracycline,lacUV5,mCherry,20200714,1
678.95,37.1,0.861,67.0,lacUV5_T_mCherry,C03,M9_0.5%_glucose,0_ugmL_tetracycline,lacUV5,mCherry,20200714,1
698.95,37.0,0.872,70.0,lacUV5_T_mCherry,C03,M9_0.5%_glucose,0_ugmL_tetracycline,lacUV5,mCherry,20200714,1
718.95,37.1,0.875,73.0,lacUV5_T_mCherry,C03,M9_0.5%_glucose,0_ugmL_tetracycline,lacUV5,mCherry,20200714,1
738.95,37.1,0.88,79.0,lacUV5_T_mCherry,C03,M9_0.5%_glucose,0_ugmL_tetracycline,lacUV5,mCherry,20200714,1
758.95,37.0,0.885,75.0,lacUV5_T_mCherry,C03,M9_0.5%_glucose,0_ugmL_tetracycline,lacUV5,mCherry,20200714,1
778.95,37.0,0.8859999999999999,82.0,lacUV5_T_mCherry,C03,M9_0.5%_glucose,0_ugmL_tetracycline,lacUV5,mCherry,20200714,1
798.95,37.1,0.889,76.0,lacUV5_T_mCherry,C03,M9_0.5%_glucose,0_ugmL_tetracycline,lacUV5,mCherry,20200714,1
818.95,37.0,0.8909999999999999,68.0,lacUV5_T_mCherry,C03,M9_0.5%_glucose,0_ugmL_tetracycline,lacUV5,mCherry,20200714,1
838.95,37.0,0.8909999999999999,80.0,lacUV5_T_mCherry,C03,M9_0.5%_glucose,0_ugmL_tetracycline,lacUV5,mCherry,20200714,1
858.95,37.0,0.892,79.0,lacUV5_T_mCherry,C03,M9_0.5%_glucose,0_ugmL_tetracycline,lacUV5,mCherry,20200714,1
878.95,37.0,0.8909999999999999,80.0,lacUV5_T_mCherry,C03,M9_0.5%_glucose,0_ugmL_tetracycline,lacUV5,mCherry,20200714,1
898.95,37.1,0.89,89.0,lacUV5_T_mCherry,C03,M9_0.5%_glucose,0_ugmL_tetracycline,lacUV5,mCherry,20200714,1
918.95,37.0,0.89,84.0,lacUV5_T_mCherry,C03,M9_0.5%_glucose,0_ugmL_tetracycline,lacUV5,mCherry,20200714,1
938.95,37.1,0.889,79.0,lacUV5_T_mCherry,C03,M9_0.5%_glucose,0_ugmL_tetracycline,lacUV5,mCherry,20200714,1
958.95,37.0,0.889,82.0,lacUV5_T_mCherry,C03,M9_0.5%_glucose,0_ugmL_tetracycline,lacUV5,mCherry,20200714,1
978.95,37.0,0.888,79.0,lacUV5_T_mCherry,C03,M9_0.5%_glucose,0_ugmL_tetracycline,lacUV5,mCherry,20200714,1
998.95,37.0,0.887,87.0,lacUV5_T_mCherry,C03,M9_0.5%_glucose,0_ugmL_tetracycline,lacUV5,mCherry,20200714,1
1018.95,37.1,0.8859999999999999,86.0,lacUV5_T_mCherry,C03,M9_0.5%_glucose,0_ugmL_tetracycline,lacUV5,mCherry,20200714,1
1038.95,37.0,0.884,80.0,lacUV5_T_mCherry,C03,M9_0.5%_glucose,0_ugmL_tetracycline,lacUV5,mCherry,20200714,1
1058.95,37.1,0.883,81.0,lacUV5_T_mCherry,C03,M9_0.5%_glucose,0_ugmL_tetracycline,lacUV5,mCherry,20200714,1
1078.95,37.0,0.8809999999999999,94.0,lacUV5_T_mCherry,C03,M9_0.5%_glucose,0_ugmL_tetracycline,lacUV5,mCherry,20200714,1
1098.95,37.0,0.879,91.0,lacUV5_T_mCherry,C03,M9_0.5%_glucose,0_ugmL_tetracycline,lacUV5,mCherry,20200714,1
1118.95,37.0,0.8759999999999999,77.0,lacUV5_T_mCherry,C03,M9_0.5%_glucose,0_ugmL_tetracycline,lacUV5,mCherry,20200714,1
1138.95,37.0,0.873,101.0,lacUV5_T_mCherry,C03,M9_0.5%_glucose,0_ugmL_tetracycline,lacUV5,mCherry,20200714,1
1158.95,37.1,0.87,72.0,lacUV5_T_mCherry,C03,M9_0.5%_glucose,0_ugmL_tetracycline,lacUV5,mCherry,20200714,1
1178.95,37.0,0.866,87.0,lacUV5_T_mCherry,C03,M9_0.5%_glucose,0_ugmL_tetracycline,lacUV5,mCherry,20200714,1
1198.95,37.1,0.862,90.0,lacUV5_T_mCherry,C03,M9_0.5%_glucose,0_ugmL_tetracycline,lacUV5,mCherry,20200714,1
1218.95,37.0,0.8590000000000001,76.0,lacUV5_T_mCherry,C03,M9_0.5%_glucose,0_ugmL_tetracycline,lacUV5,mCherry,20200714,1
1238.95,37.1,0.862,92.0,lacUV5_T_mCherry,C03,M9_0.5%_glucose,0_ugmL_tetracycline,lacUV5,mCherry,20200714,1
1258.95,37.0,0.858,77.0,lacUV5_T_mCherry,C03,M9_0.5%_glucose,0_ugmL_tetracycline,lacUV5,mCherry,20200714,1
1278.95,37.0,0.851,75.0,lacUV5_T_mCherry,C03,M9_0.5%_glucose,0_ugmL_tetracycline,lacUV5,mCherry,20200714,1
1298.95,37.0,0.847,83.0,lacUV5_T_mCherry,C03,M9_0.5%_glucose,0_ugmL_tetracycline,lacUV5,mCherry,20200714,1
1318.95,37.0,0.843,69.0,lacUV5_T_mCherry,C03,M9_0.5%_glucose,0_ugmL_tetracycline,lacUV5,mCherry,20200714,1
1338.95,37.0,0.84,76.0,lacUV5_T_mCherry,C03,M9_0.5%_glucose,0_ugmL_tetracycline,lacUV5,mCherry,20200714,1
1358.95,37.1,0.836,90.0,lacUV5_T_mCherry,C03,M9_0.5%_glucose,0_ugmL_tetracycline,lacUV5,mCherry,20200714,1
1378.95,37.0,0.8320000000000001,70.0,lacUV5_T_mCherry,C03,M9_0.5%_glucose,0_ugmL_tetracycline,lacUV5,mCherry,20200714,1
1398.95,37.0,0.828,73.0,lacUV5_T_mCherry,C03,M9_0.5%_glucose,0_ugmL_tetracycline,lacUV5,mCherry,20200714,1
1418.95,37.1,0.8240000000000001,74.0,lacUV5_T_mCherry,C03,M9_0.5%_glucose,0_ugmL_tetracycline,lacUV5,mCherry,20200714,1
1438.95,37.0,0.823,77.0,lacUV5_T_mCherry,C03,M9_0.5%_glucose,0_ugmL_tetracycline,lacUV5,mCherry,20200714,1
1458.95,37.0,0.823,77.0,lacUV5_T_mCherry,C03,M9_0.5%_glucose,0_ugmL_tetracycline,lacUV5,mCherry,20200714,1
1478.95,37.0,0.8240000000000001,79.0,lacUV5_T_mCherry,C03,M9_0.5%_glucose,0_ugmL_tetracycline,lacUV5,mCherry,20200714,1
1498.95,37.0,0.8240000000000001,72.0,lacUV5_T_mCherry,C03,M9_0.5%_glucose,0_ugmL_tetracycline,lacUV5,mCherry,20200714,1
1518.95,37.0,0.8240000000000001,93.0,lacUV5_T_mCherry,C03,M9_0.5%_glucose,0_ugmL_tetracycline,lacUV5,mCherry,20200714,1
1538.95,37.0,0.8240000000000001,81.0,lacUV5_T_mCherry,C03,M9_0.5%_glucose,0_ugmL_tetracycline,lacUV5,mCherry,20200714,1
18.95,37.1,0.063,36.0,lacUV5_T_mCherry,C04,M9_0.5%_glucose,1_ugmL_tetracycline,lacUV5,mCherry,20200714,1
38.95,37.0,0.065,35.0,lacUV5_T_mCherry,C04,M9_0.5%_glucose,1_ugmL_tetracycline,lacUV5,mCherry,20200714,1
58.95,37.0,0.068,29.0,lacUV5_T_mCherry,C04,M9_0.5%_glucose,1_ugmL_tetracycline,lacUV5,mCherry,20200714,1
78.95,37.1,0.07,38.0,lacUV5_T_mCherry,C04,M9_0.5%_glucose,1_ugmL_tetracycline,lacUV5,mCherry,20200714,1
98.95,37.0,0.073,28.0,lacUV5_T_mCherry,C04,M9_0.5%_glucose,1_ugmL_tetracycline,lacUV5,mCherry,20200714,1
118.95,37.0,0.076,34.0,lacUV5_T_mCherry,C04,M9_0.5%_glucose,1_ugmL_tetracycline,lacUV5,mCherry,20200714,1
138.95,37.1,0.078,26.0,lacUV5_T_mCherry,C04,M9_0.5%_glucose,1_ugmL_tetracycline,lacUV5,mCherry,20200714,1
158.95,37.0,0.081,31.0,lacUV5_T_mCherry,C04,M9_0.5%_glucose,1_ugmL_tetracycline,lacUV5,mCherry,20200714,1
178.95,37.1,0.085,26.0,lacUV5_T_mCherry,C04,M9_0.5%_glucose,1_ugmL_tetracycline,lacUV5,mCherry,20200714,1
198.95,37.1,0.08900000000000001,29.0,lacUV5_T_mCherry,C04,M9_0.5%_glucose,1_ugmL_tetracycline,lacUV5,mCherry,20200714,1
218.95,37.0,0.09300000000000001,30.0,lacUV5_T_mCherry,C04,M9_0.5%_glucose,1_ugmL_tetracycline,lacUV5,mCherry,20200714,1
238.95,37.1,0.098,29.0,lacUV5_T_mCherry,C04,M9_0.5%_glucose,1_ugmL_tetracycline,lacUV5,mCherry,20200714,1
258.95,37.0,0.102,39.0,lacUV5_T_mCherry,C04,M9_0.5%_glucose,1_ugmL_tetracycline,lacUV5,mCherry,20200714,1
278.95,37.0,0.106,38.0,lacUV5_T_mCherry,C04,M9_0.5%_glucose,1_ugmL_tetracycline,lacUV5,mCherry,20200714,1
298.95,37.0,0.111,33.0,lacUV5_T_mCherry,C04,M9_0.5%_glucose,1_ugmL_tetracycline,lacUV5,mCherry,20200714,1
