time_min,temp_C,OD600,strain,well,media,pos_selection,promoter,volume_marker,date,run_number,blank_val,OD_sub,gp_OD600,gp_OD600_std,gp_growth_rate,gp_growth_rate_std,gp_doubling_time,gp_doubling_time_std
24.166666666666668,37.0,0.042,MG1655,A02,M9_0.5%_glucose,none,MG1655,MG1655,20210509,2,0.03908333333333334,0.0029166666666666646,0.0829396,0.03726207632285402,-0.0012165750000000001,0.00022176833088993452,-569.752,126.14359670074597
49.16666666666666,37.1,0.043,MG1655,A02,M9_0.5%_glucose,none,MG1655,MG1655,20210509,2,0.039104166666666676,0.0038958333333333206,0.054830199999999996,0.03465255558301908,-0.000929937,0.00018855358023489238,-745.37,200.80517664982537
74.16666666666667,37.0,0.045,MG1655,A02,M9_0.5%_glucose,none,MG1655,MG1655,20210509,2,0.03933333333333334,0.00566666666666666,0.0360056,0.03439827261181308,-0.0006506064999999999,0.0001587881420173678,-1065.385,1046.4349896662666
99.16666666666669,37.0,0.048,MG1655,A02,M9_0.5%_glucose,none,MG1655,MG1655,20210509,2,0.039416666666666676,0.008583333333333325,0.0224743,0.03340064934260136,-0.00038068499999999996,0.0001325121350435017,-1819.345,3987.1663492747725
124.16666666666669,37.1,0.05,MG1655,A02,M9_0.5%_glucose,none,MG1655,MG1655,20210509,2,0.03931250000000001,0.010687499999999996,0.01589935,0.032511400966002454,-0.0001192295,0.00010973821923239454,-4391.030000000001,325470.9715217875
149.16666666666666,37.0,0.054,MG1655,A02,M9_0.5%_glucose,none,MG1655,MG1655,20210509,2,0.03943750000000001,0.014562499999999992,0.01649195,0.03238301747770723,0.000128635,9.064782051994757e-05,4806.99,139276.5224492774
174.16666666666666,37.1,0.058,MG1655,A02,M9_0.5%_glucose,none,MG1655,MG1655,20210509,2,0.03945833333333334,0.018541666666666665,0.022983049999999998,0.03270567224699341,0.00036314349999999997,7.525550867008026e-05,1908.74,458.50549153921787
199.16666666666663,37.0,0.063,MG1655,A02,M9_0.5%_glucose,none,MG1655,MG1655,20210509,2,0.03945833333333333,0.02354166666666667,0.03323475,0.032729474435491755,0.00058076,6.338691125096982e-05,1193.5149999999999,133.67700774951845
224.16666666666663,37.0,0.069,MG1655,A02,M9_0.5%_glucose,none,MG1655,MG1655,20210509,2,0.03943750000000001,0.0295625,0.052581249999999996,0.03296159737827737,0.0007823225,5.5150266032485035e-05,886.012,63.14840637940236
249.16666666666663,37.0,0.077,MG1655,A02,M9_0.5%_glucose,none,MG1655,MG1655,20210509,2,0.03956250000000001,0.03743749999999999,0.07275995,0.032566731490050474,0.0009642100000000001,5.0472501894995935e-05,718.876,37.747858185415815
274.1666666666667,37.1,0.087,MG1655,A02,M9_0.5%_glucose,none,MG1655,MG1655,20210509,2,0.0395,0.047499999999999994,0.101268,0.03268411055176789,0.001127805,4.893740600591734e-05,614.6,26.727801791749858
299.1666666666667,37.1,0.101,MG1655,A02,M9_0.5%_glucose,none,MG1655,MG1655,20210509,2,0.03952083333333333,0.061479166666666675,0.12899349999999998,0.03257488174149535,0.001272945,4.8547904779148665e-05,544.524,20.844130018861385
324.1666666666667,37.1,0.117,MG1655,A02,M9_0.5%_glucose,none,MG1655,MG1655,20210509,2,0.03939583333333333,0.07760416666666667,0.1626685,0.032837738791167206,0.001396525,4.912984979755814e-05,496.336,17.51148809129308
349.1666666666667,37.0,0.148,MG1655,A02,M9_0.5%_glucose,none,MG1655,MG1655,20210509,2,0.03954166666666666,0.10845833333333332,0.19989400000000002,0.03250392135353902,0.001499945,5.045698268012288e-05,462.1165,15.596959203596008
374.1666666666667,37.0,0.177,MG1655,A02,M9_0.5%_glucose,none,MG1655,MG1655,20210509,2,0.03947916666666666,0.13752083333333331,0.23830099999999999,0.032848152543636294,0.00158376,5.12393722065015e-05,437.6595,14.241023962229308
