area,eccentricity,solidity,mean_intensity,date,username,promoter,volume_marker
2.4800750000000003,0.9547226340824735,0.9437299035369775,2742.045996592845,20200718,mrazomej,auto,mCherry
2.028,0.9458755444142627,0.9248554913294798,2776.5895833333334,20200718,mrazomej,auto,mCherry
1.9984250000000001,0.9467193202168265,0.9478957915831663,2817.9767441860463,20200718,mrazomej,auto,mCherry
2.2561500000000003,0.9496992726225152,0.9368421052631579,2745.936329588015,20200718,mrazomej,auto,mCherry
1.7660500000000001,0.9180674472022253,0.9812206572769953,2828.901913875598,20200718,mrazomej,auto,mCherry
1.6519750000000002,0.9110835183708941,0.9467312348668281,2686.693094629156,20200718,mrazomej,auto,mCherry
1.9392750000000003,0.9170661738686158,0.9582463465553236,2873.6470588235293,20200718,mrazomej,auto,mCherry
1.8843500000000002,0.9291086697393546,0.9674620390455532,2886.0089686098654,20200718,mrazomej,auto,mCherry
1.5463500000000001,0.8919841060781423,0.9708222811671088,2816.691256830601,20200718,mrazomej,auto,mCherry
2.00265,0.9105849751597186,0.9537223340040242,2950.1202531645567,20200718,mrazomej,auto,mCherry
1.415375,0.8780519555003886,0.9654178674351584,2821.64776119403,20200718,mrazomej,auto,mCherry
1.9350500000000002,0.9266933814846263,0.9423868312757202,2857.0065502183406,20200718,mrazomej,auto,mCherry
2.9913000000000003,0.9656174369657374,0.8719211822660099,2957.8898305084745,20200718,mrazomej,auto,mCherry
1.8970250000000002,0.9252816655748041,0.9492600422832981,2974.4320712694876,20200718,mrazomej,auto,mCherry
2.0364500000000003,0.9532181203210072,0.9323017408123792,2811.4834024896268,20200718,mrazomej,auto,mCherry
2.3829000000000002,0.9596483079613322,0.9337748344370861,2976.544326241135,20200718,mrazomej,auto,mCherry
3.3504250000000004,0.9760127421052891,0.8508583690987125,2968.6418663303907,20200718,mrazomej,auto,mCherry
1.4787500000000002,0.9101104787159561,0.958904109589041,2847.4514285714286,20200718,mrazomej,auto,mCherry
2.0871500000000003,0.9395911549625805,0.9592233009708738,2873.182186234818,20200718,mrazomej,auto,mCherry
2.9448250000000002,0.970648645225101,0.8947368421052632,3006.8278335724535,20200718,mrazomej,auto,mCherry
2.074475,0.9615836919336763,0.9515503875968992,2890.356415478615,20200718,mrazomej,auto,mCherry
1.8083000000000002,0.9304567584673916,0.9794050343249427,2896.1331775700933,20200718,mrazomej,auto,mCherry
