time_min,temp_C,OD600,strain,well,media,pos_selection,promoter,volume_marker,date,run_number
6.166666666666667,37.0,0.037,blank,A01,M9_0.5%_glucose_supp,0_µg/ml_tc,blank,blank,20220620,1
13.166666666666666,37.0,0.037,blank,A01,M9_0.5%_glucose_supp,0_µg/ml_tc,blank,blank,20220620,1
20.166666666666668,37.1,0.037,blank,A01,M9_0.5%_glucose_supp,0_µg/ml_tc,blank,blank,20220620,1
27.166666666666668,37.0,0.037,blank,A01,M9_0.5%_glucose_supp,0_µg/ml_tc,blank,blank,20220620,1
34.166666666666664,37.0,0.037,blank,A01,M9_0.5%_glucose_supp,0_µg/ml_tc,blank,blank,20220620,1
41.166666666666664,37.0,0.037,blank,A01,M9_0.5%_glucose_supp,0_µg/ml_tc,blank,blank,20220620,1
48.166666666666664,37.0,0.037,blank,A01,M9_0.5%_glucose_supp,0_µg/ml_tc,blank,blank,20220620,1
55.166666666666664,37.0,0.037,blank,A01,M9_0.5%_glucose_supp,0_µg/ml_tc,blank,blank,20220620,1
62.166666666666664,37.0,0.037,blank,A01,M9_0.5%_glucose_supp,0_µg/ml_tc,blank,blank,20220620,1
69.16666666666667,37.1,0.037,blank,A01,M9_0.5%_glucose_supp,0_µg/ml_tc,blank,blank,20220620,1
76.16666666666667,37.0,0.037,blank,A01,M9_0.5%_glucose_supp,0_µg/ml_tc,blank,blank,20220620,1
83.16666666666667,37.0,0.037,blank,A01,M9_0.5%_glucose_supp,0_µg/ml_tc,blank,blank,20220620,1
90.16666666666667,37.0,0.037,blank,A01,M9_0.5%_glucose_supp,0_µg/ml_tc,blank,blank,20220620,1
97.16666666666667,37.1,0.037,blank,A01,M9_0.5%_glucose_supp,0_µg/ml_tc,blank,blank,20220620,1
104.16666666666667,37.0,0.037,blank,A01,M9_0.5%_glucose_supp,0_µg/ml_tc,blank,blank,20220620,1
111.16666666666667,37.0,0.037,blank,A01,M9_0.5%_glucose_supp,0_µg/ml_tc,blank,blank,20220620,1
118.16666666666667,37.0,0.037,blank,A01,M9_0.5%_glucose_supp,0_µg/ml_tc,blank,blank,20220620,1
125.16666666666667,37.0,0.037,blank,A01,M9_0.5%_glucose_supp,0_µg/ml_tc,blank,blank,20220620,1
132.16666666666666,37.1,0.037,blank,A01,M9_0.5%_glucose_supp,0_µg/ml_tc,blank,blank,20220620,1
139.16666666666666,37.0,0.037,blank,A01,M9_0.5%_glucose_supp,0_µg/ml_tc,blank,blank,20220620,1
146.16666666666666,37.0,0.038,blank,A01,M9_0.5%_glucose_supp,0_µg/ml_tc,blank,blank,20220620,1
153.16666666666666,37.0,0.037,blank,A01,M9_0.5%_glucose_supp,0_µg/ml_tc,blank,blank,20220620,1
160.16666666666666,37.0,0.037,blank,A01,M9_0.5%_glucose_supp,0_µg/ml_tc,blank,blank,20220620,1
167.16666666666666,37.0,0.037,blank,A01,M9_0.5%_glucose_supp,0_µg/ml_tc,blank,blank,20220620,1
174.16666666666666,37.1,0.037,blank,A01,M9_0.5%_glucose_supp,0_µg/ml_tc,blank,blank,20220620,1
181.16666666666666,37.1,0.037,blank,A01,M9_0.5%_glucose_supp,0_µg/ml_tc,blank,blank,20220620,1
188.16666666666666,37.1,0.037,blank,A01,M9_0.5%_glucose_supp,0_µg/ml_tc,blank,blank,20220620,1
195.16666666666666,37.0,0.037,blank,A01,M9_0.5%_glucose_supp,0_µg/ml_tc,blank,blank,20220620,1
202.16666666666666,37.0,0.037,blank,A01,M9_0.5%_glucose_supp,0_µg/ml_tc,blank,blank,20220620,1
209.16666666666666,37.1,0.037,blank,A01,M9_0.5%_glucose_supp,0_µg/ml_tc,blank,blank,20220620,1
216.16666666666666,37.1,0.037,blank,A01,M9_0.5%_glucose_supp,0_µg/ml_tc,blank,blank,20220620,1
223.16666666666666,37.0,0.037,blank,A01,M9_0.5%_glucose_supp,0_µg/ml_tc,blank,blank,20220620,1
230.16666666666666,37.1,0.037,blank,A01,M9_0.5%_glucose_supp,0_µg/ml_tc,blank,blank,20220620,1
237.16666666666666,37.0,0.037,blank,A01,M9_0.5%_glucose_supp,0_µg/ml_tc,blank,blank,20220620,1
244.16666666666666,37.1,0.037,blank,A01,M9_0.5%_glucose_supp,0_µg/ml_tc,blank,blank,20220620,1
251.16666666666666,37.0,0.037,blank,A01,M9_0.5%_glucose_supp,0_µg/ml_tc,blank,blank,20220620,1
258.1666666666667,37.1,0.037,blank,A01,M9_0.5%_glucose_supp,0_µg/ml_tc,blank,blank,20220620,1
265.1666666666667,37.0,0.037,blank,A01,M9_0.5%_glucose_supp,0_µg/ml_tc,blank,blank,20220620,1
272.1666666666667,37.0,0.037,blank,A01,M9_0.5%_glucose_supp,0_µg/ml_tc,blank,blank,20220620,1
279.1666666666667,37.1,0.037,blank,A01,M9_0.5%_glucose_supp,0_µg/ml_tc,blank,blank,20220620,1
286.1666666666667,37.1,0.037,blank,A01,M9_0.5%_glucose_supp,0_µg/ml_tc,blank,blank,20220620,1
293.1666666666667,37.1,0.037,blank,A01,M9_0.5%_glucose_supp,0_µg/ml_tc,blank,blank,20220620,1
300.1666666666667,37.0,0.037,blank,A01,M9_0.5%_glucose_supp,0_µg/ml_tc,blank,blank,20220620,1
307.1666666666667,37.1,0.037,blank,A01,M9_0.5%_glucose_supp,0_µg/ml_tc,blank,blank,20220620,1
314.1666666666667,37.0,0.037,blank,A01,M9_0.5%_glucose_supp,0_µg/ml_tc,blank,blank,20220620,1
321.1666666666667,37.0,0.037,blank,A01,M9_0.5%_glucose_supp,0_µg/ml_tc,blank,blank,20220620,1
328.1666666666667,37.1,0.037,blank,A01,M9_0.5%_glucose_supp,0_µg/ml_tc,blank,blank,20220620,1
335.1666666666667,37.1,0.037,blank,A01,M9_0.5%_glucose_supp,0_µg/ml_tc,blank,blank,20220620,1
342.1666666666667,37.1,0.037,blank,A01,M9_0.5%_glucose_supp,0_µg/ml_tc,blank,blank,20220620,1
349.1666666666667,37.0,0.037,blank,A01,M9_0.5%_glucose_supp,0_µg/ml_tc,blank,blank,20220620,1
356.1666666666667,37.1,0.037,blank,A01,M9_0.5%_glucose_supp,0_µg/ml_tc,blank,blank,20220620,1
363.1666666666667,37.0,0.037,blank,A01,M9_0.5%_glucose_supp,0_µg/ml_tc,blank,blank,20220620,1
370.1666666666667,37.1,0.037,blank,A01,M9_0.5%_glucose_supp,0_µg/ml_tc,blank,blank,20220620,1
377.1666666666667,37.1,0.037,blank,A01,M9_0.5%_glucose_supp,0_µg/ml_tc,blank,blank,20220620,1
384.1666666666667,37.1,0.037,blank,A01,M9_0.5%_glucose_supp,0_µg/ml_tc,blank,blank,20220620,1
391.1666666666667,37.0,0.037,blank,A01,M9_0.5%_glucose_supp,0_µg/ml_tc,blank,blank,20220620,1
398.1666666666667,37.0,0.037,blank,A01,M9_0.5%_glucose_supp,0_µg/ml_tc,blank,blank,20220620,1
405.1666666666667,37.0,0.037,blank,A01,M9_0.5%_glucose_supp,0_µg/ml_tc,blank,blank,20220620,1
