time_min,temp_C,OD600,strain,well,media,pos_selection,promoter,volume_marker,date,run_number
24.166666666666668,37.0,0.05,MG1655,A01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210211,2
49.166666666666664,37.0,0.053,MG1655,A01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210211,2
74.16666666666667,37.0,0.057,MG1655,A01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210211,2
99.16666666666667,37.0,0.062,MG1655,A01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210211,2
124.16666666666667,37.0,0.068,MG1655,A01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210211,2
149.16666666666666,37.1,0.074,MG1655,A01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210211,2
174.16666666666666,37.0,0.083,MG1655,A01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210211,2
199.16666666666666,37.1,0.094,MG1655,A01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210211,2
224.16666666666666,37.0,0.107,MG1655,A01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210211,2
249.16666666666666,37.0,0.123,MG1655,A01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210211,2
274.1666666666667,37.1,0.141,MG1655,A01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210211,2
299.1666666666667,37.0,0.161,MG1655,A01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210211,2
324.1666666666667,37.1,0.184,MG1655,A01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210211,2
349.1666666666667,37.1,0.213,MG1655,A01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210211,2
374.1666666666667,37.0,0.241,MG1655,A01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210211,2
399.1666666666667,37.0,0.265,MG1655,A01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210211,2
424.1666666666667,37.0,0.267,MG1655,A01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210211,2
449.1666666666667,37.0,0.319,MG1655,A01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210211,2
474.1666666666667,37.0,0.394,MG1655,A01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210211,2
499.1666666666667,37.0,0.433,MG1655,A01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210211,2
524.1666666666666,37.0,0.467,MG1655,A01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210211,2
549.1666666666666,36.9,0.497,MG1655,A01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210211,2
574.1666666666666,37.1,0.523,MG1655,A01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210211,2
599.1666666666666,37.0,0.546,MG1655,A01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210211,2
624.1666666666666,37.1,0.568,MG1655,A01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210211,2
649.1666666666666,37.0,0.589,MG1655,A01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210211,2
674.1666666666666,37.0,0.6,MG1655,A01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210211,2
699.1666666666666,37.1,0.614,MG1655,A01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210211,2
724.1666666666666,37.0,0.625,MG1655,A01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210211,2
749.1666666666666,37.0,0.636,MG1655,A01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210211,2
774.1666666666666,37.1,0.642,MG1655,A01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210211,2
799.1666666666666,37.0,0.651,MG1655,A01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210211,2
824.1666666666666,37.0,0.657,MG1655,A01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210211,2
849.1666666666666,37.0,0.662,MG1655,A01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210211,2
874.1666666666666,37.0,0.667,MG1655,A01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210211,2
899.1666666666666,37.0,0.67,MG1655,A01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210211,2
924.1666666666666,37.0,0.674,MG1655,A01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210211,2
949.1666666666666,37.1,0.674,MG1655,A01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210211,2
974.1666666666666,37.0,0.676,MG1655,A01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210211,2
999.1666666666666,37.0,0.677,MG1655,A01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210211,2
1024.1666666666667,37.1,0.677,MG1655,A01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210211,2
1049.1666666666667,37.0,0.678,MG1655,A01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210211,2
1074.1666666666667,37.0,0.676,MG1655,A01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210211,2
