time_min,temp_C,OD600,strain,well,media,pos_selection,promoter,volume_marker,date,run_number,blank_val,OD_sub,logistic_growth_rate,logistic_carrying_capacity,gp_OD600,log_OD600,gp_OD600_std,log_OD600_std,gp_growth_rate,gp_growth_rate_std,gp_doubling_time,gp_doubling_time_std
24.166666666666668,37.1,0.042,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210712,1,0.038,0.0040000000000000036,0.00961264,0.8047215000000001,0.07909345,0.008766505,0.03150802441988998,0.008910569622466868,-0.0010618350000000001,0.0002126479327024601,-652.02,160.71055801692694
49.16666666666666,37.0,0.044,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210712,1,0.03899999999999999,0.0050000000000000044,0.00961264,0.8047215000000001,0.0537756,0.0112781,0.02955360013858386,0.00891693787681805,-0.000806491,0.0001739244277642036,-858.7925,252.29030669040634
74.16666666666667,37.1,0.046,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210712,1,0.03874999999999999,0.0072500000000000064,0.00961264,0.8047215000000001,0.037897299999999995,0.0138647,0.028960892431313095,0.008866582954955472,-0.000556076,0.000141390204040602,-1242.96,538.360375050071
99.16666666666669,37.1,0.048,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210712,1,0.038375,0.009625000000000002,0.00961264,0.8047215000000001,0.025337850000000002,0.01759795,0.02810785502488187,0.008797507383860306,-0.0003122865,0.00011478795799170275,-2210.255,32150.660410712506
124.16666666666669,37.0,0.051,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210712,1,0.03875,0.012249999999999997,0.00961264,0.8047215000000001,0.0217124,0.0223509,0.026748684588767422,0.008782391106716792,-8.37019e-05,9.394364257532252e-05,-5216.1849999999995,421996.31689804513
149.16666666666666,37.0,0.054,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210712,1,0.038875,0.015125,0.00961264,0.8047215000000001,0.021614300000000003,0.02830415,0.027221202022757456,0.008890001139454852,0.0001360485,7.844439383927209e-05,4829.110000000001,782810.43147242
174.16666666666666,37.1,0.059,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210712,1,0.03899999999999999,0.020000000000000004,0.00961264,0.8047215000000001,0.0290983,0.035911750000000006,0.02672143958834188,0.008861735668593392,0.000343139,6.649152556626589e-05,2018.405,2665.4801507462657
199.16666666666663,37.0,0.064,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210712,1,0.03887499999999999,0.02512500000000001,0.00961264,0.8047215000000001,0.0380243,0.04478865,0.027520391126581858,0.009227724060228154,0.0005388420000000001,5.8564495339029956e-05,1286.365,440.29209029283163
224.16666666666663,37.1,0.071,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210712,1,0.03899999999999999,0.032,0.00961264,0.8047215000000001,0.0543884,0.056400900000000004,0.028178616439117104,0.00902946485886455,0.0007163605,5.277732234889542e-05,967.596,113.63077970520472
249.16666666666663,37.0,0.079,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210712,1,0.03874999999999999,0.04025000000000001,0.00961264,0.8047215000000001,0.07522085,0.07025424999999999,0.027162078409748547,0.00907344666972316,0.000878718,4.826123443829151e-05,788.8164999999999,56.24592103920655
274.1666666666667,37.1,0.089,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210712,1,0.03887499999999999,0.050125,0.00961264,0.8047215000000001,0.09885995,0.08753925000000001,0.02797850689843079,0.009030306760017204,0.001024305,4.515501104569313e-05,676.6995,33.631312799245805
299.1666666666667,37.1,0.102,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210712,1,0.03887499999999999,0.063125,0.00961264,0.8047215000000001,0.126917,0.1079465,0.02754769027063651,0.009134368208882158,0.001150855,4.3535645433656576e-05,602.289,23.723660848337108
324.1666666666667,37.0,0.118,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210712,1,0.03862499999999999,0.079375,0.00961264,0.8047215000000001,0.155633,0.132224,0.026831045192471956,0.009315360953795268,0.001262365,4.3034380864346146e-05,549.086,18.983842714439724
349.1666666666667,37.0,0.141,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210712,1,0.03874999999999999,0.10225,0.00961264,0.8047215000000001,0.188917,0.1610915,0.026945448241820807,0.00928584167489085,0.001354215,4.316960009102034e-05,511.84450000000004,16.435679721902737
374.1666666666667,37.0,0.172,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210712,1,0.03825,0.13374999999999998,0.00961264,0.8047215000000001,0.22359,0.194413,0.028400725549967004,0.009165692350689038,0.001430155,4.4248203526880815e-05,484.6655,15.115705096506698
399.1666666666667,37.0,0.209,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210712,1,0.0385,0.17049999999999998,0.00961264,0.8047215000000001,0.2598725,0.23210399999999998,0.02716605367689686,0.009219211099986333,0.0014845050000000001,4.5272183380525815e-05,466.9215,14.232549943688923
424.1666666666667,37.1,0.256,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210712,1,0.03912499999999999,0.216875,0.00961264,0.8047215000000001,0.2972355,0.273393,0.027102508464338603,0.00924083381922809,0.00152483,4.62650914298502e-05,454.57349999999997,13.699366144470002
449.1666666666667,37.0,0.309,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210712,1,0.038,0.271,0.00961264,0.8047215000000001,0.3358355,0.318326,0.026810882797550648,0.008988901118160243,0.0015462000000000002,4.67440799782242e-05,448.29100000000005,13.338472752966355
474.1666666666667,37.1,0.366,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210712,1,0.03862499999999999,0.32737499999999997,0.00961264,0.8047215000000001,0.3754025,0.36572099999999996,0.027585201617253752,0.009096191212706358,0.001550765,4.6594678765432235e-05,446.971,13.082352722858722
499.1666666666667,37.1,0.426,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210712,1,0.038375,0.387625,0.00961264,0.8047215000000001,0.4137495,0.4137985,0.027435010862658926,0.009308572119322307,0.00154103,4.572853148304194e-05,449.79499999999996,12.940895513343667
