time_min,temp_C,OD600,strain,well,media,pos_selection,promoter,volume_marker,date,run_number,blank_val,OD_sub,gp_OD600,gp_OD600_std,gp_growth_rate,gp_growth_rate_std,gp_doubling_time,gp_doubling_time_std
24.166666666666668,37.1,0.044,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210714,3,0.0375,0.006499999999999999,0.07850774999999999,0.023829801535488294,-0.001036295,0.00016365727806699992,-668.8715,122.91545452980296
49.16666666666666,37.1,0.045,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210714,3,0.0375,0.0075,0.056484400000000004,0.022204866184942423,-0.000764547,0.00013466749515843936,-906.6120000000001,197.7217403647151
74.16666666666667,37.1,0.048,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210714,3,0.0375,0.010500000000000002,0.04072635,0.02096851910798292,-0.0005009075,0.00011006042535572429,-1383.645,6076.174881326932
99.16666666666669,37.0,0.051,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210714,3,0.03775,0.013249999999999998,0.03097365,0.020743785473600555,-0.000245854,8.961365393717464e-05,-2806.29,16119.675123103203
124.16666666666669,37.1,0.054,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210714,3,0.03775,0.01625,0.027455300000000002,0.020302444864192616,-5.070665e-06,7.321868098464334e-05,-5009.34,262584.8745488573
149.16666666666666,37.1,0.059,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210714,3,0.0375,0.0215,0.03043805,0.02042480617336928,0.000221116,5.999374167813039e-05,3134.7700000000004,4628.877417606994
174.16666666666666,37.0,0.065,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210714,3,0.03775,0.027250000000000003,0.040193400000000004,0.02098101576530155,0.0004339525,5.0376735880309766e-05,1597.2849999999999,191.74292244814774
199.16666666666663,37.1,0.072,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210714,3,0.03775,0.034249999999999996,0.0534016,0.020924390705818394,0.0006304005,4.3405047544926535e-05,1099.5349999999999,76.98723253202681
224.16666666666663,37.0,0.081,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210714,3,0.03775,0.043250000000000004,0.06993355,0.020763693932349614,0.000807918,3.888630288515814e-05,857.9425000000001,41.8078565644177
249.16666666666663,37.0,0.093,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210714,3,0.03775,0.05525,0.09296965,0.02095262564753819,0.000965268,3.619949497558961e-05,718.088,27.11116620900777
274.1666666666667,37.0,0.107,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210714,3,0.03775,0.06925,0.118606,0.020746752576425175,0.0011044700000000002,3.518684084441405e-05,627.5820000000001,20.067203820298744
