time_min,temp_C,OD600,strain,well,media,pos_selection,promoter,volume_marker,date,run_number,OD_sub,gp_OD600,gp_OD600_std,gp_growth_rate,gp_growth_rate_std,gp_doubling_time,gp_doubling_time_std
24.166666666666668,37.0,0.043,MG1655,A01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210308,1,0.043,0.069278,0.019053663396707544,-0.0005742550000000001,0.00013426013782114217,-1206.2849999999999,1633.8447732348848
49.16666666666666,37.1,0.045,MG1655,A01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210308,1,0.045,0.055707900000000005,0.01820379150074218,-0.00045271199999999997,0.00010812723544394593,-1529.825,1627.7033667601836
74.16666666666667,37.1,0.046,MG1655,A01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210308,1,0.046,0.047052449999999996,0.01746316298618324,-0.00033122100000000003,8.633959606270481e-05,-2090.715,2057.5268380977673
99.16666666666669,37.1,0.048,MG1655,A01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210308,1,0.048,0.0402885,0.016965064659705327,-0.000211249,6.8775746739733e-05,-3269.74,5631.365311411033
124.16666666666669,37.1,0.051,MG1655,A01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210308,1,0.051,0.03656355,0.01658836373367625,-9.244894999999999e-05,5.512869643086107e-05,-7024.1,154213.5425637827
149.16666666666666,37.0,0.053,MG1655,A01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210308,1,0.053,0.0360546,0.016903003876308918,2.295995e-05,4.5460121363702205e-05,11011.65,1433909.173116036
174.16666666666666,37.0,0.056,MG1655,A01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210308,1,0.056,0.0372209,0.016733061161260155,0.000135194,3.935575700181916e-05,5127.055,2328.2577810907414
199.16666666666663,37.0,0.06,MG1655,A01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210308,1,0.06,0.0422917,0.017219548554889552,0.00024237899999999998,3.539010026018341e-05,2859.76,475.0354036011225
224.16666666666663,37.0,0.065,MG1655,A01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210308,1,0.065,0.0488943,0.01669774211064899,0.0003457165,3.3774262450302754e-05,2004.96,215.98476822979768
249.16666666666663,37.0,0.07,MG1655,A01,M9_0.5%_glucose,0_µg/ml_tc,MG1655,MG1655,20210308,1,0.07,0.05852400000000001,0.016645046592614454,0.000442285,3.216750333533206e-05,1567.1950000000002,122.64980375860212
