time_min,temp_C,OD600,YFP,strain,well,media,pos_selection,promoter,volume_marker,date,run_number
18.616666666666667,37.1,0.031,32.0,blank,A03,M9_0.5%_glucose,0_ugmL_tetracycline,blank,blank,20200710,1
38.61666666666667,37.0,0.031,42.0,blank,A03,M9_0.5%_glucose,0_ugmL_tetracycline,blank,blank,20200710,1
58.61666666666667,37.0,0.031,30.0,blank,A03,M9_0.5%_glucose,0_ugmL_tetracycline,blank,blank,20200710,1
78.61666666666666,37.0,0.031,30.0,blank,A03,M9_0.5%_glucose,0_ugmL_tetracycline,blank,blank,20200710,1
98.61666666666666,37.1,0.031,36.0,blank,A03,M9_0.5%_glucose,0_ugmL_tetracycline,blank,blank,20200710,1
118.61666666666666,37.1,0.031,30.0,blank,A03,M9_0.5%_glucose,0_ugmL_tetracycline,blank,blank,20200710,1
138.61666666666667,37.0,0.031,36.0,blank,A03,M9_0.5%_glucose,0_ugmL_tetracycline,blank,blank,20200710,1
158.61666666666667,37.1,0.031,33.0,blank,A03,M9_0.5%_glucose,0_ugmL_tetracycline,blank,blank,20200710,1
178.61666666666667,37.1,0.031,30.0,blank,A03,M9_0.5%_glucose,0_ugmL_tetracycline,blank,blank,20200710,1
198.61666666666667,37.0,0.031,34.0,blank,A03,M9_0.5%_glucose,0_ugmL_tetracycline,blank,blank,20200710,1
218.61666666666667,37.0,0.031,32.0,blank,A03,M9_0.5%_glucose,0_ugmL_tetracycline,blank,blank,20200710,1
238.61666666666667,37.1,0.031,33.0,blank,A03,M9_0.5%_glucose,0_ugmL_tetracycline,blank,blank,20200710,1
258.6166666666667,37.0,0.031,36.0,blank,A03,M9_0.5%_glucose,0_ugmL_tetracycline,blank,blank,20200710,1
278.6166666666667,37.1,0.031,35.0,blank,A03,M9_0.5%_glucose,0_ugmL_tetracycline,blank,blank,20200710,1
298.6166666666667,37.1,0.031,39.0,blank,A03,M9_0.5%_glucose,0_ugmL_tetracycline,blank,blank,20200710,1
318.6166666666667,37.0,0.031,40.0,blank,A03,M9_0.5%_glucose,0_ugmL_tetracycline,blank,blank,20200710,1
338.6166666666667,37.0,0.031,37.0,blank,A03,M9_0.5%_glucose,0_ugmL_tetracycline,blank,blank,20200710,1
358.6166666666667,37.0,0.031,30.0,blank,A03,M9_0.5%_glucose,0_ugmL_tetracycline,blank,blank,20200710,1
378.6166666666667,37.1,0.031,40.0,blank,A03,M9_0.5%_glucose,0_ugmL_tetracycline,blank,blank,20200710,1
398.6166666666667,37.0,0.031,37.0,blank,A03,M9_0.5%_glucose,0_ugmL_tetracycline,blank,blank,20200710,1
418.6166666666667,37.0,0.031,31.0,blank,A03,M9_0.5%_glucose,0_ugmL_tetracycline,blank,blank,20200710,1
438.6166666666667,37.1,0.031,31.0,blank,A03,M9_0.5%_glucose,0_ugmL_tetracycline,blank,blank,20200710,1
458.6166666666667,37.1,0.031,30.0,blank,A03,M9_0.5%_glucose,0_ugmL_tetracycline,blank,blank,20200710,1
478.6166666666667,37.0,0.031,41.0,blank,A03,M9_0.5%_glucose,0_ugmL_tetracycline,blank,blank,20200710,1
498.6166666666667,37.0,0.031,33.0,blank,A03,M9_0.5%_glucose,0_ugmL_tetracycline,blank,blank,20200710,1
518.6166666666667,37.1,0.031,34.0,blank,A03,M9_0.5%_glucose,0_ugmL_tetracycline,blank,blank,20200710,1
538.6166666666667,37.0,0.031,35.0,blank,A03,M9_0.5%_glucose,0_ugmL_tetracycline,blank,blank,20200710,1
558.6166666666667,37.1,0.031,29.0,blank,A03,M9_0.5%_glucose,0_ugmL_tetracycline,blank,blank,20200710,1
578.6166666666667,37.1,0.031,30.0,blank,A03,M9_0.5%_glucose,0_ugmL_tetracycline,blank,blank,20200710,1
598.6166666666667,37.1,0.031,31.0,blank,A03,M9_0.5%_glucose,0_ugmL_tetracycline,blank,blank,20200710,1
618.6166666666667,37.1,0.031,34.0,blank,A03,M9_0.5%_glucose,0_ugmL_tetracycline,blank,blank,20200710,1
638.6166666666667,37.0,0.031,33.0,blank,A03,M9_0.5%_glucose,0_ugmL_tetracycline,blank,blank,20200710,1
658.6166666666667,37.0,0.031,34.0,blank,A03,M9_0.5%_glucose,0_ugmL_tetracycline,blank,blank,20200710,1
678.6166666666667,37.1,0.031,30.0,blank,A03,M9_0.5%_glucose,0_ugmL_tetracycline,blank,blank,20200710,1
698.6166666666667,37.1,0.031,38.0,blank,A03,M9_0.5%_glucose,0_ugmL_tetracycline,blank,blank,20200710,1
718.6166666666667,37.0,0.031,28.0,blank,A03,M9_0.5%_glucose,0_ugmL_tetracycline,blank,blank,20200710,1
738.6166666666667,37.1,0.031,26.0,blank,A03,M9_0.5%_glucose,0_ugmL_tetracycline,blank,blank,20200710,1
