time_min,temp_C,OD600,strain,well,media,pos_selection,promoter,volume_marker,date,run_number,blank_val,OD_sub,logistic_growth_rate,logistic_carrying_capacity,gp_OD600,log_OD600,gp_OD600_std,log_OD600_std,gp_growth_rate,gp_growth_rate_std,gp_doubling_time,gp_doubling_time_std
24.166666666666668,37.0,0.042,WT,A02,M9_0.5%_glucose,0_µg/ml_tc,WT,WT,20210606,1,0.038,0.042,0.0092199,0.697442,0.07556095,0.0124132,0.025212940568071555,0.07834140737648482,-0.0010287,0.000164234947485265,-673.808,120.6547592705472
49.16666666666666,37.0,0.043,WT,A02,M9_0.5%_glucose,0_µg/ml_tc,WT,WT,20210606,1,0.03825,0.043,0.0092199,0.697442,0.05371555,0.0153406,0.024640636118963742,0.08110261765185593,-0.0007798365,0.00013773461261992848,-888.837,179.95438253429043
74.16666666666667,37.0,0.044,WT,A02,M9_0.5%_glucose,0_µg/ml_tc,WT,WT,20210606,1,0.03825,0.044,0.0092199,0.697442,0.0379135,0.0177666,0.022914775410728526,0.07926335109927442,-0.0005415155,0.0001148735884117119,-1280.01,336.7550285378739
99.16666666666669,37.1,0.047,WT,A02,M9_0.5%_glucose,0_µg/ml_tc,WT,WT,20210606,1,0.0385,0.047,0.0092199,0.697442,0.02641185,0.0219318,0.022902633008364853,0.07462989612787833,-0.000313014,9.486637793371138e-05,-2214.425,1559.338315201868
124.16666666666669,37.0,0.049,WT,A02,M9_0.5%_glucose,0_µg/ml_tc,WT,WT,20210606,1,0.0385,0.049,0.0092199,0.697442,0.020316149999999998,0.0265898,0.02225099239554798,0.07726962124307664,-9.61225e-05,7.832632543420371e-05,-5804.745000000001,215718.21754889324
149.16666666666666,37.0,0.052,WT,A02,M9_0.5%_glucose,0_µg/ml_tc,WT,WT,20210606,1,0.0385,0.052,0.0092199,0.697442,0.022885950000000002,0.032189999999999996,0.02191173866919938,0.0748627579418008,0.000110096,6.517671750416043e-05,5893.835,79489.38045660635
174.16666666666666,37.1,0.055,WT,A02,M9_0.5%_glucose,0_µg/ml_tc,WT,WT,20210606,1,0.0385,0.055,0.0092199,0.697442,0.02630615,0.0393322,0.022787697239269617,0.07252502240374792,0.000302127,5.412672102766014e-05,2294.2200000000003,509.40779295863643
199.16666666666663,37.0,0.06,WT,A02,M9_0.5%_glucose,0_µg/ml_tc,WT,WT,20210606,1,0.0385,0.06,0.0092199,0.697442,0.035416199999999995,0.04775425,0.02258094509921985,0.06996993987077665,0.0004780035,4.53247800027946e-05,1450.0900000000001,145.24919200398543
224.16666666666663,37.0,0.065,WT,A02,M9_0.5%_glucose,0_µg/ml_tc,WT,WT,20210606,1,0.0385,0.065,0.0092199,0.697442,0.05142665,0.05808275,0.0229602267931203,0.06934518961668369,0.0006383125,4.017035147910961e-05,1085.905,69.814120726841
249.16666666666663,37.0,0.072,WT,A02,M9_0.5%_glucose,0_µg/ml_tc,WT,WT,20210606,1,0.0385,0.072,0.0092199,0.697442,0.0684063,0.0708405,0.02131469644239518,0.0640893559182349,0.0007832885,3.6682841042312656e-05,884.9195,41.8864340852973
274.1666666666667,37.0,0.082,WT,A02,M9_0.5%_glucose,0_µg/ml_tc,WT,WT,20210606,1,0.0385,0.082,0.0092199,0.697442,0.08895155,0.0859379,0.023174903987516073,0.062444875677833744,0.0009115535,3.541561671004178e-05,760.4014999999999,29.7690783600212
