time_min,temp_C,OD600,strain,well,media,pos_selection,promoter,volume_marker,date,run_number
24.166666666666668,37.0,0.038,blank,A01,M9_0.5%_glucose,0_µg/ml_tc,blank,blank,20210606,1
49.166666666666664,37.0,0.038,blank,A01,M9_0.5%_glucose,0_µg/ml_tc,blank,blank,20210606,1
74.16666666666667,37.0,0.038,blank,A01,M9_0.5%_glucose,0_µg/ml_tc,blank,blank,20210606,1
99.16666666666667,37.1,0.039,blank,A01,M9_0.5%_glucose,0_µg/ml_tc,blank,blank,20210606,1
124.16666666666667,37.0,0.039,blank,A01,M9_0.5%_glucose,0_µg/ml_tc,blank,blank,20210606,1
149.16666666666666,37.0,0.038,blank,A01,M9_0.5%_glucose,0_µg/ml_tc,blank,blank,20210606,1
174.16666666666666,37.1,0.039,blank,A01,M9_0.5%_glucose,0_µg/ml_tc,blank,blank,20210606,1
199.16666666666666,37.0,0.039,blank,A01,M9_0.5%_glucose,0_µg/ml_tc,blank,blank,20210606,1
224.16666666666666,37.0,0.039,blank,A01,M9_0.5%_glucose,0_µg/ml_tc,blank,blank,20210606,1
249.16666666666666,37.0,0.039,blank,A01,M9_0.5%_glucose,0_µg/ml_tc,blank,blank,20210606,1
274.1666666666667,37.0,0.039,blank,A01,M9_0.5%_glucose,0_µg/ml_tc,blank,blank,20210606,1
299.1666666666667,37.1,0.039,blank,A01,M9_0.5%_glucose,0_µg/ml_tc,blank,blank,20210606,1
324.1666666666667,37.0,0.039,blank,A01,M9_0.5%_glucose,0_µg/ml_tc,blank,blank,20210606,1
349.1666666666667,37.1,0.038,blank,A01,M9_0.5%_glucose,0_µg/ml_tc,blank,blank,20210606,1
374.1666666666667,37.1,0.038,blank,A01,M9_0.5%_glucose,0_µg/ml_tc,blank,blank,20210606,1
399.1666666666667,37.0,0.038,blank,A01,M9_0.5%_glucose,0_µg/ml_tc,blank,blank,20210606,1
424.1666666666667,37.0,0.038,blank,A01,M9_0.5%_glucose,0_µg/ml_tc,blank,blank,20210606,1
449.1666666666667,37.0,0.038,blank,A01,M9_0.5%_glucose,0_µg/ml_tc,blank,blank,20210606,1
474.1666666666667,37.0,0.038,blank,A01,M9_0.5%_glucose,0_µg/ml_tc,blank,blank,20210606,1
499.1666666666667,37.1,0.038,blank,A01,M9_0.5%_glucose,0_µg/ml_tc,blank,blank,20210606,1
524.1666666666666,37.0,0.038,blank,A01,M9_0.5%_glucose,0_µg/ml_tc,blank,blank,20210606,1
549.1666666666666,37.1,0.038,blank,A01,M9_0.5%_glucose,0_µg/ml_tc,blank,blank,20210606,1
574.1666666666666,37.0,0.038,blank,A01,M9_0.5%_glucose,0_µg/ml_tc,blank,blank,20210606,1
599.1666666666666,37.0,0.038,blank,A01,M9_0.5%_glucose,0_µg/ml_tc,blank,blank,20210606,1
624.1666666666666,37.1,0.038,blank,A01,M9_0.5%_glucose,0_µg/ml_tc,blank,blank,20210606,1
649.1666666666666,37.1,0.038,blank,A01,M9_0.5%_glucose,0_µg/ml_tc,blank,blank,20210606,1
674.1666666666666,37.1,0.038,blank,A01,M9_0.5%_glucose,0_µg/ml_tc,blank,blank,20210606,1
699.1666666666666,37.1,0.038,blank,A01,M9_0.5%_glucose,0_µg/ml_tc,blank,blank,20210606,1
724.1666666666666,37.0,0.038,blank,A01,M9_0.5%_glucose,0_µg/ml_tc,blank,blank,20210606,1
749.1666666666666,37.0,0.038,blank,A01,M9_0.5%_glucose,0_µg/ml_tc,blank,blank,20210606,1
774.1666666666666,37.0,0.038,blank,A01,M9_0.5%_glucose,0_µg/ml_tc,blank,blank,20210606,1
799.1666666666666,37.1,0.038,blank,A01,M9_0.5%_glucose,0_µg/ml_tc,blank,blank,20210606,1
824.1666666666666,37.1,0.038,blank,A01,M9_0.5%_glucose,0_µg/ml_tc,blank,blank,20210606,1
849.1666666666666,37.0,0.038,blank,A01,M9_0.5%_glucose,0_µg/ml_tc,blank,blank,20210606,1
874.1666666666666,37.1,0.038,blank,A01,M9_0.5%_glucose,0_µg/ml_tc,blank,blank,20210606,1
899.1666666666666,37.0,0.038,blank,A01,M9_0.5%_glucose,0_µg/ml_tc,blank,blank,20210606,1
924.1666666666666,37.0,0.038,blank,A01,M9_0.5%_glucose,0_µg/ml_tc,blank,blank,20210606,1
949.1666666666666,37.0,0.038,blank,A01,M9_0.5%_glucose,0_µg/ml_tc,blank,blank,20210606,1
974.1666666666666,37.0,0.038,blank,A01,M9_0.5%_glucose,0_µg/ml_tc,blank,blank,20210606,1
999.1666666666666,37.0,0.038,blank,A01,M9_0.5%_glucose,0_µg/ml_tc,blank,blank,20210606,1
1024.1666666666667,37.0,0.038,blank,A01,M9_0.5%_glucose,0_µg/ml_tc,blank,blank,20210606,1
1049.1666666666667,37.0,0.038,blank,A01,M9_0.5%_glucose,0_µg/ml_tc,blank,blank,20210606,1
1074.1666666666667,37.0,0.038,blank,A01,M9_0.5%_glucose,0_µg/ml_tc,blank,blank,20210606,1
1099.1666666666667,37.0,0.038,blank,A01,M9_0.5%_glucose,0_µg/ml_tc,blank,blank,20210606,1
1124.1666666666667,37.0,0.038,blank,A01,M9_0.5%_glucose,0_µg/ml_tc,blank,blank,20210606,1
1149.1666666666667,37.0,0.038,blank,A01,M9_0.5%_glucose,0_µg/ml_tc,blank,blank,20210606,1
1174.1666666666667,37.0,0.038,blank,A01,M9_0.5%_glucose,0_µg/ml_tc,blank,blank,20210606,1
1199.1666666666667,37.0,0.038,blank,A01,M9_0.5%_glucose,0_µg/ml_tc,blank,blank,20210606,1
1224.1666666666667,37.0,0.038,blank,A01,M9_0.5%_glucose,0_µg/ml_tc,blank,blank,20210606,1
1249.1666666666667,37.1,0.038,blank,A01,M9_0.5%_glucose,0_µg/ml_tc,blank,blank,20210606,1
1274.1666666666667,37.0,0.038,blank,A01,M9_0.5%_glucose,0_µg/ml_tc,blank,blank,20210606,1
1299.1666666666667,37.0,0.038,blank,A01,M9_0.5%_glucose,0_µg/ml_tc,blank,blank,20210606,1
1324.1666666666667,37.0,0.038,blank,A01,M9_0.5%_glucose,0_µg/ml_tc,blank,blank,20210606,1
1349.1666666666667,37.0,0.038,blank,A01,M9_0.5%_glucose,0_µg/ml_tc,blank,blank,20210606,1
1374.1666666666667,37.1,0.038,blank,A01,M9_0.5%_glucose,0_µg/ml_tc,blank,blank,20210606,1
1399.1666666666667,37.1,0.038,blank,A01,M9_0.5%_glucose,0_µg/ml_tc,blank,blank,20210606,1
1424.1666666666667,37.0,0.038,blank,A01,M9_0.5%_glucose,0_µg/ml_tc,blank,blank,20210606,1
1449.1666666666667,37.0,0.038,blank,A01,M9_0.5%_glucose,0_µg/ml_tc,blank,blank,20210606,1
1474.1666666666667,37.0,0.038,blank,A01,M9_0.5%_glucose,0_µg/ml_tc,blank,blank,20210606,1
1499.1666666666667,37.0,0.038,blank,A01,M9_0.5%_glucose,0_µg/ml_tc,blank,blank,20210606,1
1524.1666666666667,37.0,0.038,blank,A01,M9_0.5%_glucose,0_µg/ml_tc,blank,blank,20210606,1
1549.1666666666667,37.0,0.038,blank,A01,M9_0.5%_glucose,0_µg/ml_tc,blank,blank,20210606,1
1574.1666666666667,37.0,0.038,blank,A01,M9_0.5%_glucose,0_µg/ml_tc,blank,blank,20210606,1
1599.1666666666667,37.0,0.038,blank,A01,M9_0.5%_glucose,0_µg/ml_tc,blank,blank,20210606,1
1624.1666666666667,37.0,0.038,blank,A01,M9_0.5%_glucose,0_µg/ml_tc,blank,blank,20210606,1
1649.1666666666667,37.0,0.038,blank,A01,M9_0.5%_glucose,0_µg/ml_tc,blank,blank,20210606,1
1674.1666666666667,37.1,0.038,blank,A01,M9_0.5%_glucose,0_µg/ml_tc,blank,blank,20210606,1
1699.1666666666667,37.1,0.038,blank,A01,M9_0.5%_glucose,0_µg/ml_tc,blank,blank,20210606,1
24.166666666666668,37.0,0.042,WT,A02,M9_0.5%_glucose,0_µg/ml_tc,WT,WT,20210606,1
49.166666666666664,37.0,0.043,WT,A02,M9_0.5%_glucose,0_µg/ml_tc,WT,WT,20210606,1
74.16666666666667,37.0,0.044,WT,A02,M9_0.5%_glucose,0_µg/ml_tc,WT,WT,20210606,1
99.16666666666667,37.1,0.047,WT,A02,M9_0.5%_glucose,0_µg/ml_tc,WT,WT,20210606,1
124.16666666666667,37.0,0.049,WT,A02,M9_0.5%_glucose,0_µg/ml_tc,WT,WT,20210606,1
149.16666666666666,37.0,0.052,WT,A02,M9_0.5%_glucose,0_µg/ml_tc,WT,WT,20210606,1
174.16666666666666,37.1,0.055,WT,A02,M9_0.5%_glucose,0_µg/ml_tc,WT,WT,20210606,1
199.16666666666666,37.0,0.06,WT,A02,M9_0.5%_glucose,0_µg/ml_tc,WT,WT,20210606,1
224.16666666666666,37.0,0.065,WT,A02,M9_0.5%_glucose,0_µg/ml_tc,WT,WT,20210606,1
249.16666666666666,37.0,0.072,WT,A02,M9_0.5%_glucose,0_µg/ml_tc,WT,WT,20210606,1
274.1666666666667,37.0,0.082,WT,A02,M9_0.5%_glucose,0_µg/ml_tc,WT,WT,20210606,1
299.1666666666667,37.1,0.093,WT,A02,M9_0.5%_glucose,0_µg/ml_tc,WT,WT,20210606,1
324.1666666666667,37.0,0.109,WT,A02,M9_0.5%_glucose,0_µg/ml_tc,WT,WT,20210606,1
349.1666666666667,37.1,0.127,WT,A02,M9_0.5%_glucose,0_µg/ml_tc,WT,WT,20210606,1
374.1666666666667,37.1,0.151,WT,A02,M9_0.5%_glucose,0_µg/ml_tc,WT,WT,20210606,1
399.1666666666667,37.0,0.181,WT,A02,M9_0.5%_glucose,0_µg/ml_tc,WT,WT,20210606,1
424.1666666666667,37.0,0.226,WT,A02,M9_0.5%_glucose,0_µg/ml_tc,WT,WT,20210606,1
449.1666666666667,37.0,0.276,WT,A02,M9_0.5%_glucose,0_µg/ml_tc,WT,WT,20210606,1
474.1666666666667,37.0,0.324,WT,A02,M9_0.5%_glucose,0_µg/ml_tc,WT,WT,20210606,1
499.1666666666667,37.1,0.378,WT,A02,M9_0.5%_glucose,0_µg/ml_tc,WT,WT,20210606,1
524.1666666666666,37.0,0.419,WT,A02,M9_0.5%_glucose,0_µg/ml_tc,WT,WT,20210606,1
549.1666666666666,37.1,0.466,WT,A02,M9_0.5%_glucose,0_µg/ml_tc,WT,WT,20210606,1
574.1666666666666,37.0,0.5,WT,A02,M9_0.5%_glucose,0_µg/ml_tc,WT,WT,20210606,1
599.1666666666666,37.0,0.528,WT,A02,M9_0.5%_glucose,0_µg/ml_tc,WT,WT,20210606,1
624.1666666666666,37.1,0.555,WT,A02,M9_0.5%_glucose,0_µg/ml_tc,WT,WT,20210606,1
649.1666666666666,37.1,0.572,WT,A02,M9_0.5%_glucose,0_µg/ml_tc,WT,WT,20210606,1
674.1666666666666,37.1,0.587,WT,A02,M9_0.5%_glucose,0_µg/ml_tc,WT,WT,20210606,1
699.1666666666666,37.1,0.6,WT,A02,M9_0.5%_glucose,0_µg/ml_tc,WT,WT,20210606,1
724.1666666666666,37.0,0.613,WT,A02,M9_0.5%_glucose,0_µg/ml_tc,WT,WT,20210606,1
749.1666666666666,37.0,0.624,WT,A02,M9_0.5%_glucose,0_µg/ml_tc,WT,WT,20210606,1
774.1666666666666,37.0,0.634,WT,A02,M9_0.5%_glucose,0_µg/ml_tc,WT,WT,20210606,1
799.1666666666666,37.1,0.643,WT,A02,M9_0.5%_glucose,0_µg/ml_tc,WT,WT,20210606,1
824.1666666666666,37.1,0.651,WT,A02,M9_0.5%_glucose,0_µg/ml_tc,WT,WT,20210606,1
849.1666666666666,37.0,0.658,WT,A02,M9_0.5%_glucose,0_µg/ml_tc,WT,WT,20210606,1
874.1666666666666,37.1,0.664,WT,A02,M9_0.5%_glucose,0_µg/ml_tc,WT,WT,20210606,1
899.1666666666666,37.0,0.67,WT,A02,M9_0.5%_glucose,0_µg/ml_tc,WT,WT,20210606,1
