time_min,temp_C,OD600,strain,well,media,pos_selection,promoter,volume_marker,date,run_number
24.166666666666668,37.0,0.042,MG1655,A01,M9_0.5%_glucose,none,MG1655,MG1655,20210508,1
49.166666666666664,37.1,0.043,MG1655,A01,M9_0.5%_glucose,none,MG1655,MG1655,20210508,1
74.16666666666667,37.0,0.044,MG1655,A01,M9_0.5%_glucose,none,MG1655,MG1655,20210508,1
99.16666666666667,37.0,0.046,MG1655,A01,M9_0.5%_glucose,none,MG1655,MG1655,20210508,1
124.16666666666667,37.0,0.048,MG1655,A01,M9_0.5%_glucose,none,MG1655,MG1655,20210508,1
149.16666666666666,37.0,0.051,MG1655,A01,M9_0.5%_glucose,none,MG1655,MG1655,20210508,1
174.16666666666666,37.0,0.055,MG1655,A01,M9_0.5%_glucose,none,MG1655,MG1655,20210508,1
199.16666666666666,37.1,0.058,MG1655,A01,M9_0.5%_glucose,none,MG1655,MG1655,20210508,1
224.16666666666666,37.1,0.063,MG1655,A01,M9_0.5%_glucose,none,MG1655,MG1655,20210508,1
249.16666666666666,37.0,0.069,MG1655,A01,M9_0.5%_glucose,none,MG1655,MG1655,20210508,1
274.1666666666667,37.1,0.076,MG1655,A01,M9_0.5%_glucose,none,MG1655,MG1655,20210508,1
299.1666666666667,37.1,0.088,MG1655,A01,M9_0.5%_glucose,none,MG1655,MG1655,20210508,1
324.1666666666667,37.0,0.103,MG1655,A01,M9_0.5%_glucose,none,MG1655,MG1655,20210508,1
349.1666666666667,37.1,0.122,MG1655,A01,M9_0.5%_glucose,none,MG1655,MG1655,20210508,1
374.1666666666667,37.1,0.144,MG1655,A01,M9_0.5%_glucose,none,MG1655,MG1655,20210508,1
399.1666666666667,37.1,0.176,MG1655,A01,M9_0.5%_glucose,none,MG1655,MG1655,20210508,1
424.1666666666667,37.1,0.214,MG1655,A01,M9_0.5%_glucose,none,MG1655,MG1655,20210508,1
449.1666666666667,37.1,0.265,MG1655,A01,M9_0.5%_glucose,none,MG1655,MG1655,20210508,1
474.1666666666667,37.0,0.325,MG1655,A01,M9_0.5%_glucose,none,MG1655,MG1655,20210508,1
499.1666666666667,37.1,0.388,MG1655,A01,M9_0.5%_glucose,none,MG1655,MG1655,20210508,1
524.1666666666666,37.0,0.448,MG1655,A01,M9_0.5%_glucose,none,MG1655,MG1655,20210508,1
549.1666666666666,37.0,0.508,MG1655,A01,M9_0.5%_glucose,none,MG1655,MG1655,20210508,1
574.1666666666666,37.0,0.56,MG1655,A01,M9_0.5%_glucose,none,MG1655,MG1655,20210508,1
599.1666666666666,37.0,0.61,MG1655,A01,M9_0.5%_glucose,none,MG1655,MG1655,20210508,1
