time_min,temp_C,OD600,YFP,strain,well,media,pos_selection,promoter,volume_marker,date,run_number,blank_val,OD_sub,gp_OD600,gp_OD600_std,gp_growth_rate,gp_growth_rate_std,gp_doubling_time,gp_doubling_time_std
18.616666666666667,37.1,0.076,34.0,lacUV5_T_mCherry,B03,M9_0.5%_glucose,0_ugmL_tetracycline,lacUV5,mCherry,20200710,1,0.031000000000000014,0.044999999999999984,0.09650585,0.011669164868024998,-0.000792518,0.00011938106046270226,-874.614,148.15354443428228
38.61666666666667,37.0,0.08,34.0,lacUV5_T_mCherry,B03,M9_0.5%_glucose,0_ugmL_tetracycline,lacUV5,mCherry,20200710,1,0.031000000000000014,0.04899999999999999,0.0835774,0.010549915831142878,-0.00045385499999999997,9.568670200405882e-05,-1527.24,418.26653349092874
58.61666666666667,37.0,0.086,33.0,lacUV5_T_mCherry,B03,M9_0.5%_glucose,0_ugmL_tetracycline,lacUV5,mCherry,20200710,1,0.031000000000000014,0.05499999999999998,0.07819355,0.010280667442117034,-0.000134417,7.690109199353238e-05,-4810.28,841630.6817887498
78.61666666666666,37.0,0.095,29.0,lacUV5_T_mCherry,B03,M9_0.5%_glucose,0_ugmL_tetracycline,lacUV5,mCherry,20200710,1,0.031062500000000014,0.06393749999999998,0.07840685,0.009934732255904957,0.0001640375,6.12909119169495e-05,4220.79,11400.510962511145
98.61666666666666,37.1,0.103,37.0,lacUV5_T_mCherry,B03,M9_0.5%_glucose,0_ugmL_tetracycline,lacUV5,mCherry,20200710,1,0.031000000000000014,0.07199999999999998,0.08491865,0.01000483902541233,0.0004393345,4.873409396489274e-05,1577.72,178.56490414600154
118.61666666666666,37.1,0.1119999999999999,28.0,lacUV5_T_mCherry,B03,M9_0.5%_glucose,0_ugmL_tetracycline,lacUV5,mCherry,20200710,1,0.031000000000000014,0.08099999999999989,0.0960164,0.009992553346520308,0.0006915955,3.9814299807758516e-05,1002.245,57.780942979520816
138.61666666666667,37.0,0.124,36.0,lacUV5_T_mCherry,B03,M9_0.5%_glucose,0_ugmL_tetracycline,lacUV5,mCherry,20200710,1,0.031000000000000014,0.09299999999999999,0.1122755,0.00996021855773585,0.000918231,3.248060577244493e-05,754.8725,26.688769088508153
158.61666666666667,37.1,0.1369999999999999,25.0,lacUV5_T_mCherry,B03,M9_0.5%_glucose,0_ugmL_tetracycline,lacUV5,mCherry,20200710,1,0.031000000000000014,0.10599999999999989,0.1324805,0.009662430038999855,0.001120405,2.820750807741147e-05,618.6575,15.579659367653779
178.61666666666667,37.1,0.153,34.0,lacUV5_T_mCherry,B03,M9_0.5%_glucose,0_ugmL_tetracycline,lacUV5,mCherry,20200710,1,0.031000000000000014,0.12199999999999998,0.156871,0.010082041176306173,0.001297205,2.5720543846686494e-05,534.3385000000001,10.62260482457668
198.61666666666667,37.0,0.174,36.0,lacUV5_T_mCherry,B03,M9_0.5%_glucose,0_ugmL_tetracycline,lacUV5,mCherry,20200710,1,0.031062500000000014,0.14293749999999997,0.183897,0.009794977417054512,0.00144869,2.483886986265318e-05,478.4655,8.223239228880544
218.61666666666667,37.0,0.1989999999999999,30.0,lacUV5_T_mCherry,B03,M9_0.5%_glucose,0_ugmL_tetracycline,lacUV5,mCherry,20200710,1,0.031062500000000014,0.16793749999999988,0.21441149999999998,0.009957476253263507,0.001574215,2.4239829595880466e-05,440.31399999999996,6.796444815544465
238.61666666666667,37.1,0.228,34.0,lacUV5_T_mCherry,B03,M9_0.5%_glucose,0_ugmL_tetracycline,lacUV5,mCherry,20200710,1,0.031000000000000014,0.197,0.2472725,0.009828777701355226,0.00167552,2.4239436419427238e-05,413.69,5.997325758033563
258.6166666666667,37.0,0.261,32.0,lacUV5_T_mCherry,B03,M9_0.5%_glucose,0_ugmL_tetracycline,lacUV5,mCherry,20200710,1,0.031062500000000014,0.2299375,0.2817855,0.009994696903756822,0.001753385,2.5050213137477613e-05,395.3185,5.6620711585820125
278.6166666666667,37.1,0.298,32.0,lacUV5_T_mCherry,B03,M9_0.5%_glucose,0_ugmL_tetracycline,lacUV5,mCherry,20200710,1,0.031000000000000014,0.26699999999999996,0.317094,0.009750256792329753,0.001807815,2.50164932671752e-05,383.417,5.317997473858575
298.6166666666667,37.1,0.3379999999999999,40.0,lacUV5_T_mCherry,B03,M9_0.5%_glucose,0_ugmL_tetracycline,lacUV5,mCherry,20200710,1,0.031250000000000014,0.3067499999999999,0.35349949999999997,0.009922027063056808,0.00184059,2.4971313624602656e-05,376.589,5.126784385578283
