time_min,OD_mean,OD_std,strain,pos_selection
19.166666666666668,0.003633333333333346,0.0014944341180973249,MG1655_1,none
39.166666666666664,0.005444444444444448,0.0028674417556808743,MG1655_1,none
59.166666666666664,0.006055555555555557,0.0019578900207451234,MG1655_1,none
79.16666666666667,0.006211111111111109,0.0009944289260117541,MG1655_1,none
99.16666666666666,0.007972222222222228,0.000971825315807551,MG1655_1,none
119.16666666666666,0.009777777777777788,0.000971825315807551,MG1655_1,none
139.16666666666666,0.011500000000000002,0.0009718253158075478,MG1655_1,none
159.16666666666666,0.01430000000000001,0.0011595018087284068,MG1655_1,none
179.16666666666666,0.017650000000000016,0.001074967699773141,MG1655_1,none
199.16666666666666,0.021138888888888898,0.0014907119849998601,MG1655_1,none
219.16666666666666,0.02647222222222223,0.002108185106778922,MG1655_1,none
239.16666666666666,0.03156111111111112,0.0020976176963402996,MG1655_1,none
259.1666666666667,0.03816111111111112,0.0028596814119369648,MG1655_1,none
279.1666666666667,0.046194444444444455,0.0033665016461206895,MG1655_1,none
299.1666666666667,0.05573333333333334,0.00419523539268061,MG1655_1,none
319.1666666666667,0.06741666666666668,0.00501109879279097,MG1655_1,none
339.1666666666667,0.08173333333333335,0.005853773711604051,MG1655_1,none
359.1666666666667,0.09835,0.007264066813202269,MG1655_1,none
379.1666666666667,0.11849444444444446,0.0098098589864143,MG1655_1,none
399.1666666666667,0.14280555555555555,0.012294985427671993,MG1655_1,none
419.1666666666667,0.17099444444444445,0.015901083121738723,MG1655_1,none
439.1666666666667,0.20234999999999997,0.020888327415621924,MG1655_1,none
459.1666666666667,0.23845,0.02590495448107691,MG1655_1,none
479.1666666666667,0.2806055555555556,0.02917399907832696,MG1655_1,none
499.1666666666667,0.3259666666666666,0.03051429537482755,MG1655_1,none
519.1666666666666,0.37052777777777773,0.03151366546612934,MG1655_1,none
539.1666666666666,0.41561111111111115,0.03447704550373575,MG1655_1,none
559.1666666666666,0.46428888888888886,0.03353339960232022,MG1655_1,none
579.1666666666666,0.5057166666666667,0.030317028584975498,MG1655_1,none
599.1666666666666,0.5416833333333333,0.028988311820839465,MG1655_1,none
619.1666666666666,0.5726888888888889,0.02761963874572667,MG1655_1,none
639.1666666666666,0.5993222222222222,0.02744367970144596,MG1655_1,none
659.1666666666666,0.6238944444444444,0.026460872581564238,MG1655_1,none
679.1666666666666,0.6469444444444444,0.025038858688934747,MG1655_1,none
699.1666666666666,0.6694666666666665,0.024907830094169157,MG1655_1,none
719.1666666666666,0.686711111111111,0.02469120401186537,MG1655_1,none
739.1666666666666,0.7039944444444444,0.02413871947261865,MG1655_1,none
759.1666666666666,0.7188666666666668,0.02436208347229588,MG1655_1,none
779.1666666666666,0.7295,0.022480856053293207,MG1655_1,none
799.1666666666666,0.7363388888888889,0.02194462728475167,MG1655_1,none
819.1666666666666,0.7434222222222223,0.020784876980899144,MG1655_1,none
839.1666666666666,0.75085,0.020283819495680127,MG1655_1,none
859.1666666666666,0.7578944444444444,0.019170579310785342,MG1655_1,none
879.1666666666666,0.7633500000000001,0.019368932741778894,MG1655_1,none
899.1666666666666,0.768988888888889,0.018603763060198304,MG1655_1,none
919.1666666666666,0.77295,0.01836542645540494,MG1655_1,none
939.1666666666666,0.7769166666666666,0.018306040290327945,MG1655_1,none
959.1666666666666,0.7802166666666668,0.017448654835131402,MG1655_1,none
979.1666666666666,0.7823277777777777,0.017338460780075636,MG1655_1,none
999.1666666666666,0.7853611111111112,0.017102631376487043,MG1655_1,none
1019.1666666666666,0.7876000000000001,0.016008331164323965,MG1655_1,none
1039.1666666666667,0.7895055555555557,0.01622789094258535,MG1655_1,none
1059.1666666666667,0.7909833333333334,0.015196490822993737,MG1655_1,none
1079.1666666666667,0.7933444444444445,0.015254871717294496,MG1655_1,none
1099.1666666666667,0.7939888888888887,0.014873167487496116,MG1655_1,none
1119.1666666666667,0.7961166666666666,0.014672726021053118,MG1655_1,none
1139.1666666666667,0.7965333333333332,0.014220876672460588,MG1655_1,none
1159.1666666666667,0.7963666666666667,0.01216598171587938,MG1655_1,none
1179.1666666666667,0.7976555555555556,0.012359881337078724,MG1655_1,none
1199.1666666666667,0.7986666666666666,0.011879019787470317,MG1655_1,none
1219.1666666666667,0.798111111111111,0.011078006238589254,MG1655_1,none
1239.1666666666667,0.7984777777777776,0.010719141756689301,MG1655_1,none
1259.1666666666667,0.7981666666666667,0.010036046144883072,MG1655_1,none
19.166666666666668,0.005033333333333346,0.003093002855909879,MG1655_supp_1,none
39.166666666666664,0.006244444444444446,0.0032930904093942588,MG1655_supp_1,none
59.166666666666664,0.007255555555555557,0.0030930028559098786,MG1655_supp_1,none
79.16666666666667,0.008011111111111111,0.0025582111805799858,MG1655_supp_1,none
99.16666666666666,0.009772222222222227,0.0030568684048294333,MG1655_supp_1,none
119.16666666666666,0.011277777777777788,0.00270801280154532,MG1655_supp_1,none
139.16666666666666,0.013000000000000001,0.002666666666666668,MG1655_supp_1,none
159.16666666666666,0.015200000000000005,0.003359894178227774,MG1655_supp_1,none
179.16666666666666,0.017650000000000016,0.003272783388968954,MG1655_supp_1,none
199.16666666666666,0.0203388888888889,0.0034253953543107014,MG1655_supp_1,none
219.16666666666666,0.023372222222222228,0.0035418137224372016,MG1655_supp_1,none
239.16666666666666,0.02686111111111112,0.0030276503540974907,MG1655_supp_1,none
259.1666666666667,0.030761111111111118,0.0027568097504180418,MG1655_supp_1,none
279.1666666666667,0.03569444444444446,0.0034075080500434816,MG1655_supp_1,none
299.1666666666667,0.04123333333333334,0.0032812599206199235,MG1655_supp_1,none
319.1666666666667,0.04811666666666666,0.0036530048514126596,MG1655_supp_1,none
339.1666666666667,0.05613333333333335,0.004541169697580374,MG1655_supp_1,none
359.1666666666667,0.06565000000000001,0.005274677451960663,MG1655_supp_1,none
379.1666666666667,0.07649444444444445,0.00496767327606977,MG1655_supp_1,none
399.1666666666667,0.09090555555555555,0.0064841687550868405,MG1655_supp_1,none
419.1666666666667,0.10859444444444447,0.006653319973266482,MG1655_supp_1,none
439.1666666666667,0.13045,0.006196773353931865,MG1655_supp_1,none
459.1666666666667,0.15705,0.006214677966091428,MG1655_supp_1,none
479.1666666666667,0.18960555555555555,0.006254775952999619,MG1655_supp_1,none
499.1666666666667,0.22856666666666667,0.008171087238958276,MG1655_supp_1,none
519.1666666666666,0.2755277777777778,0.011508451001088056,MG1655_supp_1,none
539.1666666666666,0.3293111111111111,0.015275616008673568,MG1655_supp_1,none
559.1666666666666,0.39518888888888887,0.01880336849255119,MG1655_supp_1,none
579.1666666666666,0.4706166666666666,0.024907830094169206,MG1655_supp_1,none
599.1666666666666,0.5579833333333333,0.02826933949627326,MG1655_supp_1,none
619.1666666666666,0.653888888888889,0.03843031211021956,MG1655_supp_1,none
639.1666666666666,0.7573222222222223,0.04974646832802416,MG1655_supp_1,none
659.1666666666666,0.8611944444444444,0.055857457474857874,MG1655_supp_1,none
679.1666666666666,0.9612444444444443,0.05619766701365617,MG1655_supp_1,none
699.1666666666666,1.0567666666666669,0.05387939206124069,MG1655_supp_1,none
719.1666666666666,1.1416111111111111,0.05153423888811962,MG1655_supp_1,none
739.1666666666666,1.2223944444444443,0.04967684459472934,MG1655_supp_1,none
759.1666666666666,1.3007666666666666,0.04413980315114939,MG1655_supp_1,none
779.1666666666666,1.3462,0.028145652910845344,MG1655_supp_1,none
799.1666666666666,1.359638888888889,0.020033305601755626,MG1655_supp_1,none
819.1666666666666,1.3666222222222222,0.023349756125302698,MG1655_supp_1,none
839.1666666666666,1.37565,0.027722634154142785,MG1655_supp_1,none
859.1666666666666,1.3819944444444443,0.027892850537568056,MG1655_supp_1,none
879.1666666666666,1.38545,0.029242472915644836,MG1655_supp_1,none
899.1666666666666,1.3925888888888889,0.030951754572416595,MG1655_supp_1,none
919.1666666666666,1.4044500000000002,0.03817227033099061,MG1655_supp_1,none
939.1666666666666,1.4192166666666668,0.046783306614408736,MG1655_supp_1,none
959.1666666666666,1.4365166666666667,0.053946887460414886,MG1655_supp_1,none
979.1666666666666,1.4564277777777777,0.06030561057369928,MG1655_supp_1,none
999.1666666666666,1.478961111111111,0.06648884618239868,MG1655_supp_1,none
1019.1666666666666,1.4965,0.06621387904191825,MG1655_supp_1,none
1039.1666666666667,1.5106055555555553,0.06005700995258129,MG1655_supp_1,none
1059.1666666666667,1.5197833333333333,0.04895757800835787,MG1655_supp_1,none
